CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2037521; UBS LEBLON;7733
2788225; AMA UBS PERUS;7733
212563; CENTRAL DE REDE DE FRIO SANTO ANTONIO DE JESUS;7723
2788217; AMA UBS PAULO VI;7707
2530988; UNIDADE BASICA DE SAUDE MAIOBA;7704
2787555; AMA UBS JARDIM LADEIRA ROSA;7685
8206; UBS SANTA MARIA GORETTI;7681
22659; CENTRO DE SAUDE CARLOS RENATO DIAS;7677
4219; UBS MINISTRO ALKIMIN;7671
2332698; UNIDADE MUNICIPAL DE SAUDE DE ICOARACI;7661
7005741; UBS CENTRAL;7649
2027526; UBS JARDIM NELIA;7642
2788071; UBS MARIA CECILIA DONNANGELO;7638
2022656; CENTRO DE SAUDE SAO BERNARDO;7618
4050088; AMA UBS INTEGRADA JD BRASILIA;7617
2051400; UBS DRA MARIA JOSE DE ALBUQUERQUE;7616
10782; UBS 1 SANTA MARIA;7616
2064316; CENTRO DE SAUDE MARCIA MENDES SOROCABA;7614
9172; UBS JARDIM SATELITE;7612
2815451; AMA UBS PARQUE FIGUEIRA GRANDE;7611
2567180; CENTRO DE SAUDE;7611
2339641; CENTRO DE SAUDE JOSE EGIDIO MARTINS;7610
2079798; HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS;7599
2014742; USF ARTHUR VIRGILIO FILHO;7598
9016805; SMS CF NILDA CAMPOS DE LIMA AP 31;7589
2117088; IGARAPE POLICLINICA INACIO CAETANO ANDRADE;7543
2788551; UBS DR SERGIO CHADDAD;7542
3810984; UNIDADE BASICA DE SAUDE RIBEIRAO PIRES;7539
2746492; UBS ATALAIA DR MARIO AGUIAR FILHO;7535
2046512; CENTRO DE SAUDE I AVARE;7527
16837; UMS PINHEIROS;7527
164658; PNI STA CRUZ DO CAPIBARIBE;7520
2789043; UBS VILA MATILDE DR RUBENS DO VAL;7512
2027690; UBS DONA MARIQUINHA SCIASCIA;7510
2266881; UNIDADE DE SAUDE DA FAMILIA CENTRAL;7507
3027163; USF ENFERMEIRA IVONE LIMA DOS SANTOS;7505
8621; UBS PARQUE DAS NACOES;7496
4618; USF CAJAZEIRAS X;7492
6514197; SECRETARIA MUNICIPAL DE SAUDE DE CAMPO BELO;7487
2247631; CENTRO MUNICIPAL DE ATENDIMENTO ESPECIALIZADO CEMAE;7470
2039400; UBS SARANDI JARDINOPOLIS;7458
2788764; UBS VILA BORGES;7453
2449641; HGM HOSPITAL GERAL MUNICIPAL DR MARCOLINO JR;7448
2297299; CENTRO ESPECIALIZADO EM REABILITACAO CER III;7443
2788926; UBS VILA GRANADA DR ALFREDO FERREIRA PAULINO FILHO;7441
2061171; UBS POMPEIA E JOSE MENINO;7440
13978; UNIDADE DE SAUDE DANTE ANTONIO PORTUGAL CASTAGNOLLI;7430
5385997; SECRETARIA DA SAUDE DO MUNICIPIO DE CRATEUS;7419
2328704; UNIDADE BASICA DE SAUDE E URGENCIA E EMERGENCIA JADERLANDIA;7413
6592899; AMA UBS INTEGRADA VILA SILVIA;7388
7614578; UAPS GOTHARDO PEIXOTO;7382
2040204; UBS CAMPO GRANDE;7379
4050185; AMA UBS JARDIM ALFREDO;7372
2280744; SMS CMS CARLOS GENTILLE DE MELLO AP 32;7368
2509520; CENTRO DE SAUDE DE RIBEIRA DO POMBAL;7338
2801205; UBS SERRARIA;7337
2786885; UBS CHACARA INGLESA;7336
23345; CENTRO DE SAUDE HAVAI;7323
2231247; URS SAO LUCAS VIAMAO;7322
3017117; CENTRO DE SAUDE DE SEABRA;7320
2045354; UBS DEMARCHI;7318
2045176; UBS ALVARENGA;7299
2050048; UBS PAE CARA GUARUJA;7281
2075202; AMA UBS JARDIM BRASIL;7272
16888; UMS CAMPINA DO SIQUEIRA;7266
2049635; CENTRO DE SAUDE SAO ROQUE DR JOSE CARVALHO BRITO;7265
2788306; UBS PARQUE EDU CHAVES;7262
2028840; INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO;7252
798045; CENTRAL MUNICIPAL DA REDE DE FRIO DE CONTAGEM MG;7248
2362252; CENTRO DE SAUDE FRANCISCO PINTO;7243
2031922; UBS ORESTES ARMANDO GIOVANNI;7242
2045168; UBS TABOAO;7237
2787350; AMA UBS INTEGRADA JD DAS OLIVEIRAS;7235
2037351; UBS VILA EUCLIDES;7229
2230550; UBS CENTRAL SAPIRANGA;7228
2067617; USF IVANILDES DA SILVA SANTOS COHAB V;7225
2069768; AMBULATORIO DA CRIANCA E ADOLESCENTE;7225
2266199; EAP CENTRAL;7225
2639408; UMS UBERABA DE CIMA;7220
2402602; PAB SAO VICENTE CAE II;7218
9101764; SMS CF AMELIA DOS SANTOS FERREIRA AP 32;7213
5179726; SMS CF ALOYSIO AUGUSTO NOVIS AP 31;7210
7740905; USF NILTON LINS;7204
2787318; UBS JARDIM COMERCIAL;7202
2745682; UBS ESF CS II DR JOSE RIBEIRO FORTES SAO JM DA BARRA;7199
2414902; CENTRO DE SAUDE DE ACOPIARA;7194
5363179; UNIDADE BASICA DE SAUDE FAZENDA GRANDE;7194
10669; UBS 2 SANTA MARIA;7184
2787288; UBS JARDIM COIMBRA;7178
2787709; UBS JARDIM REPUBLICA;7169
2789078; AMA UBS VILA MISSIONARIA;7168
2280191; SMS POLICLINICA LINCOLN DE FREITAS FILHO AP 53;7165
2045338; UBS IPE;7163
2787024; AMA UBS ELISIO TEIXEIRA LEITE;7162
2046628; UBS JUDITH ANDRADE DOS SANTOS COHAB II;7153
6926797; SMS CMS RODOLPHO ROCCO AP 32;7151
2271850; POSTO DE SAUDE DR TUNNEY KASSUGA;7145
7020929; CENTRO DE REABILITACAO VACINACAO E ATENDIMENTO A COVID 19;7143
7081782; ESTRATEGIA DE SAUDE DA FAMILIA MONTANHA 1;7138
8532; UBS UTINGA;7134
2752239; AMA UBS JARDIM INDEPENDENCIA HERMENEGILDO MORBIM JR;7132
2062658; UBS J MAIA;7130
2722399; HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRACAS;7128
2171627; POLICLINICA CENTRAL;7128
2410; US DONA SINHAZINHA GRAGERU;7124
2020602; PMM U B S DR LELIO SILVA;7120
6820018; SMS CF BARBARA STARFIELD AP 32;7118
7986971; UBS ALPHAVILLE TAMBORE;7118
2296691; PRS CENTRO NEUZA GOULART BRIZOLA;7111
2057891; UBS PARQUE SAO LUCAS;7109
9072349; UBS AUTODROMO DR FAUZER SIMAO ABRAO;7107
9117067; CENTRO MUNICIPAL DE IMUNIZACAO;7105
6998186; UBS VILA NATAL;7103
2605007; ESF PADRE IBIAPINA;7100
2787741; UBS JD ROSELI;7094
9131884; SMS CF DEPUTADO PEDRO FERNANDES FILHO AP 33;7057
2706040; UBS ANTONIO DE PAULA LIMA;7050
2085119; CENTRO DE SAUDE II SERTAOZINHO;7035
2787962; UBS JACANA DR SEBASTIAO GABRIEL SAYAGO DE LAET;7033
2035847; CENTRO DE SAUDE VILA HARO SOROCABA;7027
2086514; UMSF PARQUE BRASIL;7026
4049977; UBS CRUZ DAS ALMAS;7024
2556901; CENTRO DE SAUDE DRA LARA FERNANDES DE CARVALHO COSTA;7023
6804845; UBS PORTAO;7022
171646; PNI DE BEZERROS;7020
2042983; UBS EDUARDO ROMANO RESCHILIAN;7016
2773333; SANTA CASA DE GUARAREMA;7007
4049799; UBS COMENDADOR JOSE GONZALEZ;7004
2789086; UBS VILA MORAES JOAO PAULO BOTELHO VIEIRA;7002
9075143; SMS CF KLEBEL DE OLIVEIRA ROCHA AP 31;7001
3738582; UBS CITY JARAGUA;6999
2279207; CENTRO DE SAUDE DR RAUL TRAVASSOS;6995
2015285; USF DR JOSE AMAZONAS PALHANO;6991
2751828; AMA UBS VILA JOANIZA JOAO YUNES;6989
9400354; USF CAPELINHA DE SAO CAETANO;6983
4049853; UBS PQ SAO RAFAEL DR ORA ROSEN;6970
6377742; UBS VILA CAIUBA;6970
2825384; VIGILANCIA EPIDEMIOLOGICA;6969
2767007; UNIDADE DE VIGILANCIA EM SAUDE DE IGARAPEMIRI;6966
11169; UBS 01 RIACHO FUNDO I;6966
2045427; UBS FARINA;6963
6260128; UNIDADE MOVEL OFTALMOLOGICA;6963
2476959; CLINICA DE SAUDE DA FAMILIA DR GERALDO LUIZ SOUZA MOTA;6961
12645; POLICLINICA REGIONAL DO BARRETO DR JOAO DA SILVA VIZELLA;6957
6499198; HOSPITAL DR HERCILIO RODRIGUES;6943
2787512; UBS JARDIM JAQUELINE;6923
23167; CENTRO DE SAUDE CIDADE OZANAN;6901
2787784; AMA UBS JARDIM SAO JORGE DR PAULO EDUARDO ELIAS;6890
4049810; UBS VILA DAS BELEZAS ALBERTO AMBROSIO;6889
2429411; SECRETARIA MUNICIPAL DE SAUDE DE AFOGADOS DA INGAZEIRA;6881
2788470; UBS REAL PARQUE PAULO MANGABEIRA ALBERNAZ FILHO;6873
2778394; PSF CENTRO DE SAUDE H CAMPELO;6872
6568491; SMS CF MARIA SEBASTIANA DE OLIVEIRA AP 31;6858
4049950; UBS JOSE BONIFACIO II CELINA MARIA JOSE DE OLIVEIRA;6857
2074745; CMSC VILA XAVIER JOAO VITOR NASCIMENTO MAURICIO;6856
5879655; SMS CMS ALICE TOLEDO TIBIRICA AP 33;6847
2277719; POSTO MEDICO SANITARIO PARQUE EQUITATIVA;6837
2752255; UBS ITAQUERA;6837
6742327; UNIDADE DE SAUDE DA FAMILIA DORGIVAL RIBEIRO FIDELIS;6827
2547767; POLICLINICA MUNICIPAL BOLIVAR DE ABREU;6809
2788128; UBS MOINHO VELHO II;6804
2234300; POSTO CENTRAL DOM PEDRITO;6798
2716151; CENTRO DE SAUDE II MIRASSOL;6793
2287757; POSTO DE SAUDE ALBERT SABIN;6792
24023; CENTRO DE SAUDE SERRANO;6783
6927319; SMS CF PADRE JOSE DE AZEVEDO TIUBA AP 40;6780
2295253; SMS CF WALDEMAR BERARDINELLI AP 53;6769
16756; UMS VILA FELIZ;6767
2774801; AMA UBS JARDIM IPANEMA;6754
6387152; SMS CF OLIMPIA ESTEVES AP 51;6727
9496769; UBS PAMPULHA;6718
2026988; AMA UBS VILA CALIFORNIA ZEILIVAL BRUSCAGIN;6711
2270013; SMS CMS CECILIA DONNANGELO AP 40;6708
404756; UBS NELSON BORGES LEME;6706
3413926; CENTRO DE SAUDE DO BAIRRO SAO FRANCISCO;6704
535621; CENTRAL MUNICIPAL DE REDE DE FRIOS;6703
2044226; CENTRO DE SAUDE II UBS MARIO M SILVA F VASCONCELOS;6701
4007948; VIGILANCIA SANITARIA E EPIDEMIOLOGICA MUNICIPAL;6694
23450; CENTRO DE SAUDE SAO JORGE;6682
2506327; CAIS VILA NOVA;6681
2788403; UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE;6679
2788209; UBS PAULO FELDMAN NITRO OPERARIA;6671
2788055; UBS LUIZ ERNESTO MAZZONI;6669
2787369; UBS JARDIM ELIANE;6665
2719789; UNIDADE DE SAUDE DA FAMILIA MESTRA CLARICE;6659
2788802; UBS V CURUCA;6649
2788497; UBS REUNIDAS II;6648
2746549; UBS DR EURICO SOUTO CABRAL CENTRAL;6642
2788292; UBS PARQUE DOROTEIA;6642
2576929; POSTO DE SAUDE DO CAIC;6626
3956946; UBS JARDIM OLINDA;6624
2055449; CENTRO DE SAUDE EDEN SOROCABA SOROCABA;6620
2788780; UBS VILA CHABILANDIA;6619
2269554; SMS CMS BELIZARIO PENNA AP 52;6617
2091798; AMA UBS INTEGRADA SITIO DA CASA PINTADA;6613
2223899; POSTO DE SAUDE BONIFACIO JOSE DA SILVA;6608
2016702; USF DR LUIZ MONTENEGRO;6607
9111344; SMS CF CANDIDO RIBEIRO DA SILVA FILHO AP 33;6607
3402177; USF LESTE UNIVERSITARIO;6607
2045435; UBS PAULICEIA;6598
2256452; CS CENTRO DE APOIO A MULHER E A CRIANCA STO ANGELO;6594
8338; UBS HELENA MARREY;6566
2023202; CENTRO DE SAUDE VILA IPE;6562
4050150; UBS PARELHEIROS;6554
2030276; UBS JARDIM PARAVENTI;6546
2752247; AMA UBS INTEGRADA PROF DR HUMBERTO CERRUTI PQ BOTURUSSU;6535
2063271; SERVICO ESPECIAL DE SAUDE DE ARARAQUARA SESA ARARAQUARA;6533
8680; UBS VILA HELENA;6528
2034646; UBS DO PARQUE SAO VICENTE;6521
2705257; CLINICA DA FAMILIA HORTOLANDIA;6512
2589079; CAIS DE RIO VERDE;6496
2787210; UBS JARDIM BOA VISTA;6489
7985657; SMS CF EIDIMIR THIAGO DE SOUZA AP 31;6487
2788233; AMA UBS PARQUE ANHANGUERA;6481
7209169; UBS SAO JOAO;6478
2042975; UBS OSWALDO MARASCA JUNIOR;6471
2072335; UBS SALVADOR DE LEONE;6468
2788322; AMA UBS PARQUE FERNANDA;6468
2054531; UBS VILA FATIMA;6467
2788276; UBS PQ BOA ESPERANCA;6467
2023199; CENTRO DE SAUDE COSTA E SILVA;6466
8826; UBS JARDIM ALVORADA;6465
5206081; CENTRO DE SAUDE DR MIRANDA TAVARES;6454
2055686; CENTRO DE SAUDE ESCOLA SOROCABA;6448
2155745; POLICLINICA MUNICIPAL DE POMPEU;6446
483923; CENTRAL DE VACINAS CARAZINHO;6446
2125919; UBS ROGERIO GUSTAVO REZENDE ANGOLA;6437
2696711; CENTRO DE VIGILANCIA EM SAUDE;6434
2789213; UBS VILA PROGRESSO JD MONTE ALEGRE;6432
4028805; CENTRO DE SAUDE AGOSTINHO FERREIRA DA SILVA;6426
11274; UBS 03 GUARA;6423
23515; CENTRO DE SAUDE SANTA AMELIA;6416
2684144; UNIDADE BASICA DE SAUDE EGON ROSKAMP;6415
2264471; CLINICA DA FAMILIA BELEM NOVO;6407
9493328; SALA DE VACINA DE IBITINGA;6406
7021771; SMS CF RAIMUNDO ALVES NASCIMENTO AP 33;6405
2065266; UBS ERMELINO MATARAZZO;6394
5526620; CLINICA DA FAMILIA COSMORAMA;6379
3738663; AMA UBS INTEGRADA FAZENDA DO CARMO;6377
2490153; UNIDADE BASICA DE SAUDE DE MACAUBAS;6372
2773791; UBS VILA SUISSA;6360
2045311; UBS CAMINHO DO MAR;6360
9107835; SMS CF VALTER FELISBINO DE SOUZA AP 31;6358
9624988; UBS VILA EMA DR FUAD KASSAB;6350
2037343; UBS VILA ROSA;6345
2788772; UBS VILA CARMOSINA;6339
11029; UBS 6 CEILANDIA;6337
4016874; SECRETARIA MUNICIPAL DE SAUDE DE QUEIMADAS;6333
2788195; AMA UBS PARI;6322
22845; CENTRO DE SAUDE SANTA INES;6307
2037386; UBS RUDGE RAMOS;6302
9387854; UBS CENTRAL;6297
6896847; CEM DE ARUJA;6293
2059266; UBS JARDIM FLORIDA;6291
2064162; UNIDADE BASICA DE SAUDE CENTRAL DE PIRACICABA;6282
2012898; USF FREI VALERIO DI CARLO;6279
2788837; UBS VILA DIONISIA;6276
2774763; UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO;6273
2788896; UBS VILA FORMOSA II;6272
7762682; ESF 21 CENTRO;6267
2266784; UNIDADE DE SAUDE DA FAMILIA JARDIM ATLANTICO;6260
2788136; UBS MOINHO VELHO;6260
2745178; CENTRAL DE IMUNIZACAO;6254
2646358; HOSPITAL MUNICIPAL DE ROSARIO;6252
2786915; UBS CIDADE NOVA SAO MIGUEL;6247
2053497; CENTRO DE SAUDE SAO JOSE DO RIOPARDO;6244
2787768; UBS JARDIM SAO BENTO;6241
2650886; ESF CENTRO;6239
2070480; UBS PROF DR JOSE PAULO MARCONDES DE SOUZA VILA VIRGINIA;6237
2361493; UNIDADE BASICA DE SAUDE ESF 15;6231
2606356; UBS DR BENEDITO VIEIRA DA SILVA;6219
4049934; UBS JARDIM HELENA;6217
2477815; CENTRO DE REFERENCIA DR CLOVIS FRANCO;6215
23493; CENTRO DE SAUDE ITAMARATI;6215
2026961; UBS VILA HELOISA;6201
2074079; UBS TEOTONIO VILELA;6200
6451713; UBS JOSE GROFF;6199
24155; CENTRO DE SAUDE SANTA LUCIA;6198
2232022; HOSPITAL CENTENARIO;6197
7164025; CENTRO DE SAUDE UNIDADE BASICA CIPO;6190
8761; UBS CENTREVILLE MARIA APARECIDA CESARIO DE OLIVEIRA;6185
2329808; UNIDADE AMBULATORIAL DE MOJU;6184
2290677; POSTO CENTRAL DO SUS;6184
5372526; CENTRO DE SAUDE CAMPINAS;6179
2184133; POLICLINICA MICRORREGIONAL DE SANTOS DUMONT;6177
2639378; UMS BAIRRO ALTO;6173
2083698; USF TEREZINHA MARQUES DA SILVA;6171
2040085; UBS PARQUE CECAP;6168
7926146; UNIDADE DE SAUDE DA FAMILIA MAE CHICA;6160
2333201; CENTRO DE SAUDE ESCOLA DO MARCO;6159
2787636; UBS JARDIM MITSUTANI;6156
2016184; USF PETROPOLIS;6154
273147; CENTRAL DE DISTRIBUICAO DE VACINA SAO BENTO DO UNA;6147
2117401; NOVA LIMA POLICLINICA MUNICIPAL DE NOVA LIMA;6144
2701375; UNIDADE BASICA DE SAUDE CORRUPIRA;6143
11215; UBS 1 BRAZLANDIA;6133
2787628; AMA UBS JARDIM MIRNA;6131
6380417; UBS JARDIM VALQUIRIA;6131
9377; UBS VILA INDUSTRIAL E TATETUBA;6126
2040212; UBS MAIS MOURISCO;6125
9488413; UBS ENCOSTA NORTE LUIZ JOSE SANTOS;6119
2011735; USF JAPIIM;6112
2773392; UBS BRAZ CUBAS;6110
6993141; CENTRO DE VACINACAO DE ADULTOS PR4 UFRJ;6105
2787806; UBS JARDIM SAO NICOLAU;6103
2314355; CENTRO DE SAUDE DO TRABALHADOR;6097
9762671; MATERNO INFANTIL;6095
3477797; SECRETARIA MUNICIPAL DE SAUDE DE CAMPO FORMOSO BA;6093
11207; UBS 10 CEILANDIA;6082
4050134; UBS J N SRA DO CARMO;6077
2788616; UBS SANTA LUCIA;6074
2064855; UBS AGUA FUNDA;6073
2023911; UBS HERMELINO LIBERATO FILHO;6068
2426323; SECRETARIA MUNICIPAL DE SAUDE DE ITAPIPOCA;6058
2454815; UNIDADE BASICA DE SAUDE COROATA I SESP;6056
222356; NUCLEO DE VIGILANCIA EPIDEMIOLOGICA;6046
2787679; AMA UBS JARDIM PAULISTANO;6037
2084627; UBS SAO RICARDO;6034
9393; UBS PARQUE INDUSTRIAL;6030
2097028; UBS PARQUE INDUSTRIAL;6027
2511444; SAE UNIDADE SANITARIA;6026
10790; UBS 1 SAO SEBASTIAO;6016
6216021; UBS 5 PLANALTINA;6009
2270277; SMS CMS ALVIMAR DE CARVALHO AP 52;6005
10987; UBS 2 CEILANDIA;6005
2763; US DONA JOVEM AZEVEDO INDUSTRIAL;6004
8397; UBS ODUVALDO MAGLIO;6002
414506; UBS NOSSA SENHORA DA PIEDADE;5994
2034778; CENTRO DE SAUDE VILA HORTENCIA SOROCABA;5994
2231425; CENTRO DE SAUDE DO IDOSO;5994
4004868; CENTRO DE SAUDE JUDITE TORRES DA CUNHA;5989
2454769; CENTRO DE SAUDE 1 DE MAIO;5986
8168; UBS MARIA GATTI GIGLIO;5984
6922031; SMS CMS MANOEL GUILHERME DA SILVEIRA FILHO AP 51;5980
17108; UMS CAJURU;5979
2286726; CLUBE DA TERCEIRA IDADE;5977
2358298; UNIDADE DE SAUDE DA FAMILIA IBES;5974
2053594; UBS VILA MAGINI;5971
23531; CENTRO DE SAUDE SANTA ROSA;5963
2774828; AMA UBS INTEGRADA JARDIM TRES MARIAS DR MAURICIO ZAMIJOVSKY;5953
3152820; USF DA FEDERACAO;5943
2787458; UBS JARDIM HERCULANO;5936
2212846; UNIDADE MATERNO INFANTIL MARIA DO CARMO TONON;5932
2561204; UAPS MELO JABORANDI;5930
2064413; UBS ALEXANDER FLEMING SIMIONI;5912
6518052; CS PUBLICA MUNICIPAL DR JOSE BANDEIRA DE MEDEIROS;5911
17094; UMS CAMARGO;5910
2230054; UNIDADE DE SAUDE CAIC;5909
7460716; UNIDADE DE IMUNIZACAO DE PEDRO LEOPOLDO;5899
2788160; UBS NOVO JARDIM I;5895
2405385; PS SENHOR DODO;5892
2788357; UBS PARQUE NOVO MUNDO II;5889
6725821; UNIDADE DE SAUDE NITEROI;5888
4758; UBS DRA CECY DE ANDRADE;5885
2674386; SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO COITE;5880
3256685; SALA DE IMUNIZACAO DA ATENCAO BASICA;5880
4050401; UBS REUNIDAS I;5875
10634; UBS 1 PARANOA;5875
2428857; USF NOVA GOIANA;5873
5099250; UBS CENTRO;5873
2788942; UBS VILA GUARANI;5869
7114397; UBS 08 SAMAMBAIA;5869
2040670; CENTRO DE SAUDE SAO QUIRINO;5866
2054663; UBS VILA ASSIS BRASIL;5860
2314142; ESFSB BAIRRO NOVO;5857
16845; UMS SAO BRAZ;5857
287288; PNI SAO CAETANO;5855
7663854; UNIDADE BASICA DE SAUDE DA CARAVELAS;5847
2788594; AMA UBS MASSAGISTA MARIO AMERICO;5839
8710; UBS CENTRO DE SAUDE ESCOLA;5838
2752204; AMA UBS INTEGRADA CANGAIBA DR CARLOS GENTILE DE MELLO;5835
2787520; AMA UBS JARDIM JOAMAR;5830
2051761; UBS ELDORADO SAUDE DA FAMILIA;5829
2045303; UBS SILVINA;5829
2528738; UAPS FLAVIO MARCILIO;5823
2789019; UBS VILA JAGUARA;5819
9023860; VIGILANCIA EM SAUDE DE TRES CORACOES;5816
4050029; UBS V REGINA;5816
23744; CENTRO DE SAUDE RIO BRANCO;5810
22888; CENTRO DE SAUDE POMPEIA;5809
2339315; UPA JARDIM NOVO MUNDO;5806
3392074; CENTRO DE SAUDE DA MULHER E DA CRIANCA;5804
2291274; SMS CMS JOSE MESSIAS DO CARMO AP 10;5804
4050207; UBS V NOVA CURUCA;5800
2041278; UBS REDENCAO PS DR LAURO CORSI;5794
2597578; CENTRO DE SAUDE DR OSVALDO ASSUNCAO;5793
2484226; US SAO MATEUS US3 CENTRO DE SAUDE;5791
2510197; USF CENTRO DE SAUDE III;5780
8591; UBS CAMPESTRE;5779
6793231; SMS CF EPITACIO SOARES REIS AP 33;5776
2698633; UBS CIAS DR MILTON FERREIRA NEVES;5772
2033313; PAMO BONFIM;5758
2037742; UBS UNIAO;5757
2786400; UBS EMBU;5751
2787822; UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO;5751
2181789; UBR RAIMUNDO FIRMO DE CASTRO;5741
2752182; UBS BRAS DR MANOEL SALDIVA NETO;5740
8184; UBS CAROLINA MARIA DE JESUS;5732
2079070; UBS VILA CISPER;5725
17221; UMS VILA HAUER;5704
2698021; PROGRAMA SAUDE JA AMBULATORIO DE ESP MEDICAS DR PAULO RAMOS;5699
2030462; UBS DR MARIO FITTIPALDI;5699
7870086; CENTRO DE SAUDE ATENCAO BASICA;5698
2269759; SMS CMS FLAVIO DO COUTO VIEIRA AP 33;5696
5824990; SMS SECRETARIA DE SAUDE DE MOGI DAS CRUZES;5693
2482347; UAPS ARGEU HERBSTER;5680
2801183; UBS PARQUE REAL SAUDE DA FAMILIA;5676
2027038; UBS CID SATELITE SANTA BARBARA;5675
9565302; POLO BASE DO TRILHO CAUCAIA;5671
2801167; UBS JARDIM PAINEIRAS SAUDE DA FAMILIA;5670
2523671; CENTRO DE SAUDE LUIS EDUARDO MAGALHAES;5667
2277743; POSTO MEDICO SANITARIO DO PILAR;5664
2276224; CENTRO MATERNO INFANTIL DR ASDRUBAL ALVES DE SOUZA;5664
2046601; UBS FLORISPINA P CARVALHO;5655
2235943; UBS CENTRAL;5651
2788675; UBS VILA ANASTACIO;5650
2788713; UBS VILA ARAPUA NELSON MORAES;5650
2042932; AMA UBS JARDIM GRIMALDI;5648
2291746; POLICLINICA DO COELHO DOUTOR AECIO NANCI;5647
6927289; SMS CF OTTO ALVES DE CARVALHO AP 40;5640
23574; CENTRO DE SAUDE SERRA VERDE;5627
7723296; SMS CF EVERTON DE SOUZA SANTOS AP 52;5620
2233061; ESF SANTA TEREZINHA SAO LOURENCO DO SUL;5619
193089; SMS CF CRISTIANI VIEIRA PINHO AP 51;5618
4050576; CENTRO DE SAUDE E PA SOROCABA I SOROCABA;5614
2528878; UAPS MANOEL CARLOS;5611
7935633; UBS ZONA 07;5606
2592088; CENTRO DE SAUDE AVELINO QUEIROGA;5605
2746859; UBS DR JOSEPH ALAIN GRIMBERG VILA CRETTI;5601
2064421; UBS MAMORU KOBAYASHI BONFIM PAULISTA;5599
2358328; UNIDADE DE SAUDE DA FAMILIA DE JABURUNA;5595
2695731; CENTRO DE SAUDE ALCIDES LINS;5588
2297256; POLO SANITARIO RIO DO OURO DR AUGUSTO SENNA;5583
9094857; VAPT VUPT ANTONIO BEZERRA;5580
2056364; UBS JARDIM SANTA CECILIA;5576
2032112; UBS JARDIM SANTISTA;5554
2462176; UNIDADE BASICA DE SAUDE MUNICIPAL DE TURIACU;5553
2034654; UBS JARDIM ZAIRA II;5553
11231; UBS 2 SOBRADINHO;5550
2718766; UBS JARDIM CAIUBY;5548
23663; CENTRO DE SAUDE JARDIM EUROPA;5545
2045419; UBS ORQUIDEAS;5544
4014; USF PROFESSOR SABINO SILVA;5542
9128867; SMS CF AMAURY BOTTANY AP 33;5541
8176; UBS NEYDE ALVES DA SILVA;5541
7905351; UAPS LUIS FRANKLIN;5540
507; US 160 POLICLINICA GOUVEIA DE BARROS;5540
2787482; UBS JD IV CENTENARIO;5540
2052318; UBS MORROS;5539
2459469; CENTRO DE SAUDE JONAS NERES;5534
2045370; UBS NAZARETH;5534
11355; UBS 3 ASA NORTE VILA PLANALTO;5532
2005603; CENTRO DE SAUDE DA PITANGUINHA 3 DS;5531
2716003; USAFA FORTE;5529
2062062; UBS VILA GALVAO;5525
2047004; UBS JARDIM SAO SAVERIO AURELIO MELLONE;5521
2750325; CENTRO DE SAUDE II;5513
2049252; UBS 05 VILA VICENTINA ITU;5508
2637618; ESF SEVERINO FELIPE DE ANDRADE CAP FELIPE;5507
8672; UBS PARQUE JOAO RAMALHO;5506
7096267; UNIDADE DE SAUDE DA FAMILIA DUDA MACARIO;5505
3963462; POLICLINICA REGIONAL DE SAUDE DR GUILHERME TAYLOR MARCH;5498
4049942; UBS JD SAO PEDRO FRANCISCO ANTONIO CESARONI;5497
9509356; UBS 17 CEILANDIA;5496
2026996; AMA UBS INTEGRADA JOSE BONIFACIO I;5495
2562154; HOSP MATERN JOAO FERREIRA GOMES;5491
136042; CENTRAL DE ABASTECIMENTO;5491
2152576; UBS PATRIMONIO;5491
2096986; UBS VETORAZZO;5486
2788284; AMA UBS PARQUE BRISTOL;5481
3992101; UBS CHACARA DO CONDE;5480
5479517; UBS JOAQUIM ROSSINI VILA CARIOCA DR MOACIR PARRA;5475
2022702; CENTRO DE SAUDE SOUSAS;5474
5618312; CENTRO DE SAUDE PADRE JOAQUIM MAIA;5473
2482045; UBS DA FAMILIA SEDE 02;5464
4111; UBS SETE DE ABRIL;5460
2079127; HOSPITAL SIRIO LIBANES;5458
2273640; SMS CMS MADRE TERESA DE CALCUTA AP 31;5455
16802; UMS BOM PASTOR;5455
2525224; UNIDADE BASICA DE SAUDE MUNICIPAL;5450
2480603; UAPS PAULO DE MELO;5447
3612392; UNIDADE DE VIGILANCIA EPIDEMIOLOGICA;5443
2060795; UNIDADE BASICA DE SAUDE CAXAMBU PIRACICABA;5442
16861; UMS NOVA ORLEANS;5428
2415658; HOSP MATERN DR JOSE MARIA LEITAO;5425
2477580; CLINICA DE SAUDE DA FAMILIA SANTA LUZIA;5424
2752328; UBS PARQUE ARTHUR ALVIM;5421
23817; CENTRO DE SAUDE CAMPO ALEGRE;5419
2516691; UAPS ROBERTO BRUNO;5415
