CNES;Estabelecimento de Saúde;Total de Doses Aplicadas Monovalente;1ª Dose;2ª Dose;3ª Dose;Dose Reforço;1° Dose Reforço;2° Dose Reforço;3° Dose Reforço;Dose Adicional;Dose Única
2047373; CENTRO DE SAUDE II DR ARCY BANDEIRA IBIUNA SP;215121;76832;69694;162;45946;1485;18267;3;433;2299
7438702; SETOR DE IMUNIZACAO;210725;76680;65275;5;38784;21;17127;135;7406;5292
2755068; UNIDADE BASICA DE SAUDE CENTRO PINDAMONHANGABA;205052;76598;60070;120;42044;945;22500;9;256;2510
2746492; UBS ATALAIA DR MARIO AGUIAR FILHO;151979;76003;42801;477;19758;1499;8727;6;52;2656
2097036; AMBULATORIO DE DOENCAS CRONICAS TRANSMISSIVEIS;126045;75594;40310;1;5129;294;1591;7;1668;1451
642940; CENTRO DE VACINACAO CONTRA COVID 19 GUANANDIZAO;133727;75536;51759;6432;0;0;0;0;0;0
2024411; UBS SERTAO VELHO;192352;75198;67672;0;40462;282;6256;1;318;2163
652083; DRIVE THRU PARA VACINACAO CONTRA COVID 19 ALBANO FRANCO;204225;75154;69423;59648;0;0;0;0;0;0
6590101; SECRETARIA MUNICIPAL DE SAUDE;216342;75115;68467;539;50299;208;19159;349;296;1910
7416547; CENTRAL DE VACINA;208929;75035;68846;366;43952;938;15602;300;1207;2683
2788918; UBS VILA FORMOSA I DR ANTONIO DA SILVEIRA E OLIVEIRA;195287;74704;62310;132;37569;686;17364;27;261;2234
7081782; ESTRATEGIA DE SAUDE DA FAMILIA MONTANHA 1;193273;74642;67943;65;36842;0;9752;62;730;3237
6963285; U S F DO CENTRO;155083;74340;59391;0;17403;0;1194;4;269;2482
3173828; CENTRO DE SAUDE FABICIANA MORAES;144241;74186;64273;18;4891;26;639;97;105;6
2099446; POLICLINICA DE VICOSA;204992;74090;69217;550;50211;7;7945;28;1038;1906
5390044; HOSPITAL E MATERNIDADE DE ABREU E LIMA;182958;74014;62420;1039;32428;862;10282;317;569;1027
2818841; CENTRO DE VIGILANCIA DE RIO GRANDE;191643;73884;59357;386;36041;441;14899;65;1495;5075
9316353; PROTEGER VACINAS;226802;73536;66856;785;44824;3;23081;3361;9654;4702
2163438; OURO PRETO POLICLINICA DE OURO PRETO;221903;73507;70333;90;53142;263;14712;18;5854;3984
2786400; UBS EMBU;227929;73491;73887;370;51383;880;18071;8;8209;1630
2037351; UBS VILA EUCLIDES;152681;73220;41382;195;21333;777;11488;8;764;3514
2789132; UBS VILA OLIMPIA MAX PERLMAN;231067;72550;65574;268;57835;888;29978;33;962;2979
2473380; HOSPITAL MATERNIDADE DO DIVINO AMOR;173043;72109;65621;58;23157;52;5711;550;1184;4601
2288346; SMS CMS MARCOLINO CANDAU AP 10;190115;72046;67810;264;35888;60;11856;145;877;1169
2777525; UNIDADE BASICA DE SAUDE ANTENOR NEIVA;226509;72044;68465;1019;53531;795;29513;21;21;1100
9815074; ESF VIII VILA PAULO ROMEU;187296;71995;66626;0;40862;155;4673;76;829;2080
9622861; USF PLATAFORMA;144089;71984;28518;8;28865;0;11735;92;0;2887
16837; UMS PINHEIROS;229294;71727;75110;113;74387;713;345;0;5506;1393
2523671; CENTRO DE SAUDE LUIS EDUARDO MAGALHAES;195489;71556;64256;90;37749;362;17218;285;2974;999
9079084; VIGILANCIA EPIDEMIOLOGICA DE TANGARA DA SERRA;133561;71381;44875;151;12604;5;2059;41;104;2341
16756; UMS VILA FELIZ;233766;71255;78420;116;76706;590;347;0;5037;1295
17027; UMS PARIGOT DE SOUZA;217358;70825;80500;44;59435;449;111;0;4781;1213
2465256; CENTRO DE SAUDE DJALMA MARQUES;184375;70733;60640;207;27366;728;14038;7;7116;3540
2822334; SECRETARIA MUNICIPAL DE SAUDE DE PIRAQUARA;189204;70532;72479;2;27337;8;13538;774;1706;2828
191981; CENTRAL DE IMUNIZACAO BELO JARDIM;190738;70466;63772;400;41861;670;12017;447;168;937
9395156; PROGRAMA MUNICIPAL DE IMUNIZACAO;152227;70377;67436;1;9020;16;577;6;464;4330
2037548; UBS VILA MARCHI;205125;70250;87180;272;28883;820;16364;28;288;1040
2269554; SMS CMS BELIZARIO PENNA AP 52;190409;69703;64374;269;36089;42;17570;55;43;2264
2269651; SMS CMS DOM HELDER CAMARA AP 21;243676;69577;66069;61;62223;33;42920;295;323;2175
2256452; CS CENTRO DE APOIO A MULHER E A CRIANCA STO ANGELO;198665;69469;65203;281;43090;148;17741;99;389;2245
9387854; UBS CENTRAL;176129;69457;64340;136;29293;606;9634;0;335;2328
2344653; POLICLINICA BARROS BARRETO;108518;69435;31223;0;6602;0;42;0;29;1187
2196220; POLICLINICA DE PATROCINIO;177108;69410;62193;0;37680;5;2437;8;524;4851
2225913; UNIDADE ESPECIALIZADA POLICLINICA GUAIBA;229357;68839;71845;245;55927;152;28703;131;1028;2487
2066629; UBS OSWALDO PACCINI ATIBAIA;193153;68678;49025;300;44579;949;27737;9;748;1128
6046762; NUCLEO DE VIGILANCIA EPIDEMIOLOGICA E IMUNIZACAO;137482;68671;59145;8;5803;1;711;0;158;2985
2684012; UNIDADE DE SAUDE DA FAMILIA BOM JESUS;152729;68068;64541;211;12237;6;1585;10;2925;3146
2302926; UNIDADE BASICA DE SAUDE CENTRAL;170503;68067;61587;121;27432;220;7852;8;2315;2901
2788063; UBS MANOEL JOAQUIM PERA;233691;68019;82915;399;53299;856;25191;43;944;2025
2230550; UBS CENTRAL SAPIRANGA;173847;68010;60764;260;30305;88;9608;1;4689;122
9759476; CENTRAL DE IMUNIZACAO;198298;67983;63600;45;43456;78;20613;9;608;1906
11037; UBS 7 CEILANDIA;196751;67855;90595;29;26789;550;10330;35;331;237
2705257; CLINICA DA FAMILIA HORTOLANDIA;189189;67610;63576;176;33650;549;19669;14;70;3875
2069598; UBS DR ANIZ BONEDER CENTRAL TATUI SP;214876;67498;62991;69;58831;741;22552;218;356;1620
2773856; USF BARRETO ARUJA;186977;67247;65168;53;44507;476;7139;3;151;2233
7298609; USF JD SAO CARLOS;192557;67138;63328;101;51565;667;5713;8;942;3095
2063271; SERVICO ESPECIAL DE SAUDE DE ARARAQUARA SESA ARARAQUARA;152521;66898;54885;65;18883;408;10131;2;659;590
2788144; UBS NOSSA S DO BRASIL ARMANDO DARIENZO;251700;66508;67533;382;72396;1353;40120;76;1022;2310
2787113; UBS HUMAITA;223257;66431;63716;278;57742;1138;30243;51;639;3019
2304074; UNIDADE SANITARIA CENTRAL;172911;66381;63843;87;33551;266;5570;262;476;2475
6975429; SALA DE VACINA SECRETARIA DE SAUDE;134031;66251;54336;0;8704;0;0;0;430;4310
17000; UMS SALVADOR ALLENDE PSF;154464;65968;57416;42;27101;355;163;0;2448;971
2494884; USF NOVO TERCEIRO;134337;65825;40181;0;15049;2;7837;39;2460;2944
2390728; ESF CRISTO REI VITOR MARQUES PEREIRA MALHEIROS;97286;65723;27639;2;1794;0;1090;566;347;125
2229900; SECRETARIA MUNICIPAL DE SAUDE DE ESTEIO;200910;65482;62561;10;45975;19;23944;256;581;2082
2388898; CENTRO DE SAUDE DE CASA NOVA;173214;65479;56990;365;31859;357;13181;465;3655;863
9117067; CENTRO MUNICIPAL DE IMUNIZACAO;153995;65433;42197;162;24391;230;12599;3795;133;5055
2600366; US AUGUSTO FRANCO;176242;65375;63031;571;30690;0;14951;1366;251;7
2792885; UBS BENEDITO DO CARMO FRONTINO SANTO EDUARDO;208686;65295;67119;59;54055;632;15735;12;3484;2295
2247747; POSTO DE ATENDIMENTO MEDICO;182375;65209;58852;295;39328;123;16201;78;477;1812
495999; CENTRAL MUNICIPAL DE REDE DE FRIO;152783;65189;59908;0;13394;0;1349;0;11044;1899
3796868; UNIDADE BASICA CENTRAL;161091;65146;62067;58;24138;151;6523;35;17;2956
2264528; UNIDADE DE SAUDE CAMAQUA;175191;64907;57782;138;29959;148;19688;34;1955;580
2117010; CAPS 2 ESMERALDAS;181899;64845;59034;2728;38676;15;14417;1163;47;974
225037; REDE DE FRIO DE SANTANA;125906;64667;39864;12;14826;128;4099;7;177;2126
2817993; CENTRO DE ESPECIALIDADES MEDICA DE PINHEIRO PADRE ALMIR LIMA;152465;64407;53089;685;22438;25;7762;801;36;3222
6393373; SECRETARIA MUNICIPAL DE SAUDE DE SOUSA;186159;64310;61037;386;41355;920;15911;65;1179;996
9621512; DIRETORIA DE VIGILANCIA A SAUDE;156522;64025;49833;1235;25056;825;7590;150;3232;4576
2211610; UBS ISMAEL LIBANIO UBS PUERICULTURA P ALEGRE;231915;63991;75297;434;63215;711;25042;160;519;2546
2087707; UBS SANTA CLARA ANA MARIA LOPES FRAGOSO;121080;63874;33577;4;11531;79;5106;15;44;6850
6883354; CLINICA DA FAMILIA SANTA MARTA;164638;63752;59498;814;26777;472;11153;74;1264;834
6831; UBS MANOEL VITORINO;150846;63742;71556;89;12647;0;127;3;0;2682
10723; UBS 2 ASA NORTE;231581;63584;68491;1124;65112;1653;29787;179;1326;325
9762671; MATERNO INFANTIL;142059;63545;33659;76;29844;269;12758;29;575;1304
2381516; CENTRO DE SAUDE ARTURO BERMURDEZ MAYORGA;163877;63508;57135;161;30496;493;10759;44;158;1123
2708167; SMS CMS CESAR PERNETTA AP 32;198612;63112;60679;351;50013;12;21311;351;430;2353
2218372; SECRETARIA MUNICIPAL DE SAUDE DE ITABIRA;162732;62962;54198;0;37937;0;4654;6;324;2651
475602; CENTRO MUNICIPAL DE REDE DE FRIO DE FORMIGA;182930;62700;58712;81;41763;200;15415;576;1238;2245
6539858; SECRETARIA MUNICIPAL DE SAUDE DE ITAJAI;119145;62546;46498;2729;5847;4;245;0;10;1266
6802877; UNIDADE DE SAUDE PAULO FROTA;247216;62407;98712;1653;53099;956;23825;3732;2771;61
2759136; POSTO DE PUERICULTURA MUNICIPAL;181441;62387;58831;202;40894;692;15924;65;1018;1428
2638045; U S F ALTO JOSE LEAL;83036;62112;19738;0;0;0;0;0;0;1186
3376265; CENTRO DE SAUDE VILA EMBRATEL;122634;62025;50860;92;6974;67;2011;557;43;5
2752387; UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL;226781;62002;61206;463;64110;1190;35918;55;344;1493
7532105; SAUDE SOBRE RODAS LIMEIRA;133096;61984;55279;0;11966;156;2106;0;79;1526
5492300; VIGILANCIA EPIDEMIOLOGICA MOC;118279;61893;46944;4;6351;0;2878;1;53;155
3755150; SECRETARIA DE SAUDE DE MARITUBA;90600;61848;19085;8;7850;80;1191;45;482;11
2586282; UNIDADE BASICA DE SAUDE TUIUTI;123896;61798;31004;81;28736;0;0;0;1124;1153
12602; POLICLINICA COMUNITARIA CARLOS ANTONIO DA SILVA;220494;61584;61197;1169;62900;21;27446;112;5831;234
11118; UBS 01 GUARA;180199;61292;70177;680;27487;356;17013;122;2117;955
2264838; UNIDADE DE SAUDE SAO CARLOS;191069;61273;54294;988;36182;1379;25533;141;8434;2845
2706040; UBS ANTONIO DE PAULA LIMA;152782;61022;52319;70;26955;453;10701;1;322;939
9405143; UNIDADE EQUIPE 16 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE;133937;60983;52538;20;17323;12;724;1;173;2163
2223279; SECRETARIA MUNICIPAL DE SAUDE DE CAXIAS DO SUL;117260;60974;45084;0;9081;1;1466;1;79;574
2075059; UNIDADE BASICA DE SAUDE DR HELIO FURLAN;144164;60755;54739;52;20537;314;5825;2;76;1864
2786907; UBS CIDADE LIDER;162964;60658;47498;267;39028;1173;12491;11;162;1676
2236702; CENTRO ESPECIALIZADO DE SAUDE;167887;60560;57325;68;35648;55;11480;107;753;1891
7309007; SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DE RIBAMAR;86525;60508;21687;11;2294;97;1385;68;82;393
2639408; UMS UBERABA DE CIMA;160225;60480;56156;133;38868;630;255;0;2683;1020
3477797; SECRETARIA MUNICIPAL DE SAUDE DE CAMPO FORMOSO BA;157111;60430;54195;157;25108;434;10505;29;5634;619
2788683; UBS VILA ANGLO JOSE SERRA RIBEIRO;170039;60110;45725;245;39467;912;22117;34;429;1000
2382555; UNIDADE BASICA DE SAUDE DR SILVIO AZARIAS DE OLIVEIRA;154123;60064;53790;31;28640;134;8652;11;903;1898
2586363; UNIDADE BASICA DE SAUDE MANDACARU;134948;59864;33715;63;39873;0;0;0;526;907
7181035; MARIANA CENTRAL DE IMUNIZACAO;183637;59745;57614;1714;44021;2033;15861;447;266;1936
2297299; CENTRO ESPECIALIZADO EM REABILITACAO CER III;160028;59178;63321;116;25783;21;9079;52;720;1758
3653692; UBSF VALDOMIRO GALDINO DA SILVA;174604;58774;46263;791;37839;1522;24466;887;2935;1127
2531003; SEMUS SECRETARIA MUNICIPAL DE SAUDE;125909;58694;49604;284;8311;30;8867;24;65;30
9816445; USF 6 TIMBAUVA;168264;58603;51751;290;37405;811;15613;117;772;2902
414506; UBS NOSSA SENHORA DA PIEDADE;174911;58589;66197;380;36563;339;11085;106;327;1325
2340445; PSF MINGONE II;86649;58568;23090;514;3375;56;0;0;32;1014
2255146; UBS CLEMENTINA MARTINI;136272;58431;31716;526;32878;42;8019;34;815;3811
2657732; VIGILANCIA EPIDEMIOLOGICA DE CHAPECO;282610;58427;133871;0;71893;2;14332;17;1521;2547
2477815; CENTRO DE REFERENCIA DR CLOVIS FRANCO;160814;58107;51598;538;32631;168;13473;18;1745;2536
7032218; UNIDADE BASICA DE SAUDE CENTRO;150581;58042;57263;109;22049;81;8818;33;2367;1819
2280779; SMS CMS NECKER PINTO AP 31;170810;58002;55077;612;37354;195;17928;139;304;1199
2025000; CENTRO DE SAUDE II DR ODILON DE SOUZA MIRANDA;141127;57958;43225;0;34971;107;1269;0;1759;1838
2343487; CENTRO DE SAUDE PADRE MALAGRIDA;139893;57880;52643;0;20682;0;6096;27;1848;717
7056419; UNIDADE DE SAUDE DA FAMILIA GUARANI III;157237;57651;63338;0;33738;0;1910;0;199;401
3817822; SAE BEBEDOURO SERVICO DE ASSISTENCIA ESPECIALIZADA;149818;57434;58205;1;29035;233;3256;5;389;1260
2064995; CENTRO DE ATENDIMENTO INTEGRADO A SAUDE;130820;57383;52900;0;17907;404;335;0;145;1746
2314355; CENTRO DE SAUDE DO TRABALHADOR;126575;57274;43792;197;20226;288;4663;39;38;58
252034; USF CLAUDELINO MIRANDA RESGATE;82545;57270;8558;2;6425;0;7188;14;0;3088
7368895; UBS 2 SOBRADINHO II;125552;56950;46837;205;13399;489;5883;10;451;1328
2314142; ESFSB BAIRRO NOVO;130975;56943;46338;105;20514;119;5025;1;358;1572
2787253; AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F;178204;56887;56991;414;41695;1640;19486;19;102;970
2287757; POSTO DE SAUDE ALBERT SABIN;157198;56692;52117;269;33218;298;13843;50;311;400
2010569; USF CENTRO;146773;56680;49814;102;28496;254;8544;59;31;2793
2339315; UPA JARDIM NOVO MUNDO;165267;56565;68917;121;25083;526;9417;129;2436;2073
2296586; SMS CMS NASCIMENTO GURGEL AP 33;167238;56546;55158;556;34415;192;17790;137;1170;1274
2788640; UBS SANTO AMARO DR SERGIO VILLACA BRAGA;185563;56363;55979;280;47863;891;21046;27;484;2630
2789140; UBS VILA PALMEIRAS;169905;56266;57825;53;37188;362;16292;9;323;1587
7072414; POLICLINICA MUNICIPAL;132031;56147;47701;81;20180;58;4809;23;91;2941
6194753; SECRETARIA MUNICIPAL DE SAUDE DE ARIQUEMES FUNDO MUNICIPAL;116022;56059;49166;10796;0;0;0;0;1;0
2787156; UBS JD AEROPORTO DR MASSAKI UDIHARA;164797;56030;54636;158;36152;947;14007;14;364;2489
2277581; POSTO MEDICO SANITARIO DE XEREM;141150;55891;47361;364;23412;104;10214;49;2234;1521
7941412; ESF XIX CENTRO JORGE MOLZ WESTPHALEN;153459;55838;50482;557;32377;400;12522;0;1168;115
5022916; NUCLEO DE VIGILANCIA EPIDEMIOLOGICA;129320;55834;33213;111;20449;0;7617;11;9059;3026
12726; POLICLINICA COMUNITARIA DE ITAIPU;169721;55717;53934;172;38451;165;20818;118;233;113
7872836; USF VALE DO CAMBONAS;131244;55624;56235;7;12453;0;6786;9;0;130
2032244; CENTRO DE SAUDE I DR JOSE MELLO E SILVA;159921;55603;52208;5;41079;201;9228;7;145;1445
2342170; HOSPITAL E MATERNIDADE MUNICIPAL PE ALFREDO BARBOSA;154086;55470;54596;3;31054;22;10441;57;1269;1174
17426; UMS VILA DIANA;195724;55362;62076;102;70244;597;184;0;5131;2028
2446324; POLICLINICA IRMO ANTONIO MARINO;209424;55354;74287;2;53509;1;15692;42;6166;4371
7203330; CENTRO DE REFERENCIA DE IMUNIZACAO DE JANUARIA;139933;55300;47371;218;28134;0;7607;51;312;940
192155; CENTRAL MUNICIPAL DE REDE FRIO;108905;55280;35128;36;12361;22;4455;35;514;1074
2329808; UNIDADE AMBULATORIAL DE MOJU;117272;55263;40827;40;17822;4;1517;13;287;1499
2522837; ESF PARQUE RES LARANJEIRAS;214004;55198;62700;317;73901;2258;18238;183;1152;57
8011060; DIRETORIA DE VIGILANCIA EM SAUDE;61186;55108;5667;0;228;0;176;0;0;7
2189968; UNIDADE BASICA DE SAUDE CENTRO;171938;55099;60718;206;39700;15;9780;175;3745;2500
7683677; UBS HUGO DURVAL;140644;55086;45970;30;27699;6;8008;281;2903;661
9466355; UPA DISTRITO DR NONATO SANOVA;126598;55073;40452;514;19739;408;9297;911;195;9
483923; CENTRAL DE VACINAS CARAZINHO;145513;55066;49187;266;29687;23;10668;0;526;90
2339412; CIAMS NOVO HORIZONTE;136092;55060;50086;75;20191;198;6878;58;1420;2126
2696525; CLINICA DA FAMILIA SAO JOSE;130497;54985;42977;0;23175;0;7577;16;461;1306
2305445; US BOM PASTOR;124659;54981;49361;41;15345;76;2530;1;30;2294
9493328; SALA DE VACINA DE IBITINGA;159105;54927;51308;92;36963;418;13564;5;99;1729
7161158; HOSPITAL MILITAR DE AREA DE BRASILIA;104946;54885;33362;0;13639;0;1084;2;423;1551
7729197; NUCLEO MUNICIPAL DE VIGILANCIA EM SAUDE;156989;54629;50699;200;34936;307;14124;89;300;1705
2786397; UBS PINHEIRINHO;113786;54606;43616;80;5767;681;3999;0;3049;1988
171646; PNI DE BEZERROS;155358;54579;50355;1402;34214;199;12895;382;790;542
6090621; UBS REPUBLICA FERNANDA SANTE LIMEIRA;207592;54550;58606;181;57922;1286;31699;96;661;2591
2301806; UNIDADE SANITARIA DE CACADOR;137702;54522;46136;315;27287;43;3650;30;3411;2308
6679374; CENTRO DE SAUDE III;143546;54512;54352;79;25955;517;6115;5;75;1936
10790; UBS 1 SAO SEBASTIAO;113881;54466;42880;756;9789;69;4777;217;527;400
2653400; USF CAJAZEIRAS V;125344;54408;28260;54;30570;0;9675;14;0;2363
2504995; CENTRO DE SAUDE IGNACIO KOURY GABRIEL;126096;54248;41121;68;19693;833;6275;102;12;3744
2767007; UNIDADE DE VIGILANCIA EM SAUDE DE IGARAPEMIRI;125657;54169;44112;96;16568;93;5846;516;3175;1082
116912; CENTRAL MUNICIPAL DE REDE DE FRIO DE BIGUACU;136787;54166;49618;1;27138;26;3344;3;232;2259
5324904; LAGOA SANTA UNIDADE BASICA DE SAUDE CENTRO;148686;54156;48548;446;31068;576;12323;145;144;1280
10197; SESAU USF DR SUMIE IKEDA RODRIGUES SERRADINHO;136611;54021;48407;34112;40;0;30;0;1;0
2169355; CENTRO DE ESPECIALIDADES MEDICAS;107066;54021;41803;5;6998;2;1100;17;162;2958
2025450; UNIDADE BASICA DE SAUDE GINO BASSI;122617;53802;51910;24;12601;343;1995;0;262;1680
2674386; SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DO COITE;143750;53654;49233;239;25892;340;9516;59;4039;778
2280272; SMS CMS MARIA AUGUSTA ESTRELLA AP 22;183540;53513;51727;954;46366;181;28202;316;782;1499
2049635; CENTRO DE SAUDE SAO ROQUE DR JOSE CARVALHO BRITO;150001;53487;41192;120;36667;675;15521;15;190;2134
6216021; UBS 5 PLANALTINA;106070;53420;35043;439;11123;1722;3732;21;431;139
2023466; DISTRITO SANITARIO NORTE;105835;53395;51029;0;1233;0;174;0;1;3
2586401; UNIDADE BASICA DE SAUDE JARDIM PINHEIROS;98789;53372;34204;132;9988;0;0;0;178;915
16764; UMS VILA GUAIRA;150310;53228;55131;342;36196;1026;410;0;2643;1334
471933; CENTRAL DE REDE DE FRIO MUNICIPAL DE MORENO;140914;53220;47097;212;28834;681;9941;167;179;583
9768637; UBS 20 PLANALTINA;129000;52989;48835;280;20622;775;3130;18;538;1813
2451239; SECRETARIA MUNICIPAL DE SAUDE DE BARREIRINHAS;132442;52949;44156;1289;23291;181;9575;2;304;695
2396785; SECRETARIA MUNICIPAL DE SAUDE;204204;52852;82894;3;34567;3;13830;376;19417;262
7204167; UBS COPLAN ITAPICURU;125672;52830;45465;25;22185;2;4111;142;106;806
2023563; VIGILANCIA EM SAUDE LESTE;109275;52752;56120;0;73;0;29;0;6;295
9072349; UBS AUTODROMO DR FAUZER SIMAO ABRAO;119156;52675;32277;201;20590;825;10409;18;91;2070
9205411; VIGILANCIA EM SAUDE DE CAMPO LARGO;79250;52605;17559;2;5281;1;1383;0;257;2162
5196469; UNIDADE SAUDE DA FAMILIA DO CENTRO;121140;52417;47009;153;16879;15;819;17;229;3602
7758960; ESTRATEGIA DE SAUDE DA FAMILIA SETE DE SETEMBRO;100857;52327;39605;0;2677;0;614;1;987;4646
2452294; E S F DA VILA BANDEIRANTE 02;141313;52167;58242;129;20936;278;8445;11;458;647
9981861; APS 11 CENTRO DE IMUNIZACAO;144277;52137;50256;0;31643;0;8177;18;257;1789
2788268; UBS PARQUE ARARIBA;145839;52042;46802;322;30852;1264;11719;25;202;2611
7489390; UBS MONTANHAO;99516;51911;34867;79;7087;317;2434;1;16;2804
2059770; UBS MAIS INDEPENDENCIA;109524;51772;37328;2;14013;206;2975;3;448;2777
3112438; UBS REMO WENDORF;111260;51751;43954;1;12250;0;704;7;156;2437
2165600; SECRETARIA MUNICIPAL DE SAUDE DE ARAXA;169204;51736;51566;0;50714;0;5574;176;4463;4975
5653231; USF HIGOR CESAR RAMOS CAMARGO JD STO ANTONIO;125353;51476;48358;18;17470;252;5797;1;164;1817
2012839; UNIDADE HOSPITALAR DE IRANDUBA;129403;51334;40941;1893;19544;1492;8406;421;1935;3437
2578921; UBS OURO BRANCO DR LUIZ CARLOS JEOLAS;198219;51328;59587;78;58633;52;22310;116;4156;1959
2296535; SMS CMS NAGIB JORGE FARAH AP 31;152355;51303;47857;1071;32660;507;17386;136;307;1128
10995; UBS 3 CEILANDIA;162899;51281;59847;549;35914;571;13846;30;450;411
2387964; USF DE BARRA DO JACUIPE;104988;51267;46096;11;3400;40;2477;24;1619;54
2765993; UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F;183625;51182;50434;300;50728;1239;27506;37;626;1573
7025475; UBS DE LUCCA;111031;51128;45449;1;11933;221;1607;7;217;468
3503488; UBS ALTO DE PINHEIROS DR SUEL ABUJAMRA;206871;50989;58974;185;69640;1278;23301;42;789;1673
2705109; UNIDADE BASICA DE SAUDE RAMI;101547;50930;39260;64;4555;201;5381;4;245;907
2010097; UNIDADE DE SAUDE GERONIMO BARROS;63802;50906;12280;0;8;0;0;0;0;608
2676818; CENTRO DE SAUDE DR MOYSES DOS REIS AMARAL;166553;50896;49754;1;37938;0;7;0;811;27146
2264382; UNIDADE DE SAUDE SANTA CECILIA;188333;50823;47540;159;52025;150;35805;163;1186;482
2716151; CENTRO DE SAUDE II MIRASSOL;153556;50682;48924;164;35945;745;15079;3;543;1471
2268981; UNIDADE BASICA DE SAUDE PREFEITO MILTON RODRIGUES DA ROCHA;134240;50571;47167;625;25058;53;7919;46;654;2147
2390736; ESF JARDIM GLORIA MOACYR D LANNES;110898;50524;35862;17;17520;0;3137;89;1065;2684
4046307; SMS CMS HAMILTON LAND AP 40;132724;50371;42673;625;24286;222;12025;48;1167;1307
2040549; CENTRO DE SAUDE INTEGRADO CAMPOS SALLES;99982;50248;42887;1;3980;22;711;0;53;2080
2023911; UBS HERMELINO LIBERATO FILHO;119307;50225;42468;251;15957;961;8014;2;59;1370
2774038; POSTO DE SAUDE CENTRAL ROLANDIA;134855;50209;49444;10;26884;85;6412;12;205;1594
2055430; UBS CENTRAL DE PIEDADE;133863;50133;47240;67;28499;594;4286;4;1490;1550
5975220; UBS SE;145484;50089;46456;194;31646;864;13385;20;211;2619
7682611; USF DR CARLOS AMADEU DE OLIVEIRA V MAZZEI ITAPETININGA;95226;49956;37456;3;4402;72;2117;1;96;1123
2509520; CENTRO DE SAUDE DE RIBEIRA DO POMBAL;148747;49851;45813;1033;33714;62;17569;34;50;621
164372; REDE DE FRIO;147213;49835;46298;895;35290;74;12750;600;861;610
5948452; UNIDADE DE VIGILANCIA EPIDEMIOLOGICA;116578;49820;40877;246;19621;90;5785;9;18;112
2297256; POLO SANITARIO RIO DO OURO DR AUGUSTO SENNA;118569;49676;38765;143;18770;86;8564;25;1297;1243
6048633; UBS BORACEA;158366;49672;46313;145;44490;841;14147;29;303;2426
9105; UBS VISTA VERDE;111283;49647;42083;35;13416;87;4943;6;11;1055
2275376; UNIDADE BASICA DE SAUDE JARDIM MARILEA;96019;49622;36570;33;7761;137;864;0;138;894
2024047; UBS HELIO BERZAGHI;116604;49598;41953;164;16342;705;6872;6;47;917
2789396; UNIDADE BASICA DE SAUDE AFONSO MANSUR DE FRANCA;73732;49566;17582;53;3185;52;1795;13;40;1446
10782; UBS 1 SANTA MARIA;125201;49560;45779;804;22328;1147;3928;292;884;479
2269295; SMS CMS CLEMENTINO FRAGA AP 33;152523;49533;46637;639;33612;138;19489;306;888;1281
2021161; PMM U B S PACOVAL;125391;49496;38209;258;22768;180;10821;68;1336;2255
2006502; CENTRO MUNICIPAL DE REDE DE FRIO DE PENEDO;123746;49303;42249;89;23374;188;7902;27;6;608
3152820; USF DA FEDERACAO;114607;49253;32169;0;16177;0;16584;15;0;409
2431165; SECRETARIA MUNICIPAL DE SAUDE DE PAUDALHO;120073;49202;43028;75;22501;140;4433;44;12;638
