CNES;Estabelecimento de Saúde;1ª Dose
2786761; UBS AUGUSTO LEOPOLDO AYROSA GALVAO;23135
2788586; UBS SILMARYA REJANE MARCOLINO SOUZA;23081
2035545; UBS DO FEITAL;23053
4050185; AMA UBS JARDIM ALFREDO;23046
2801191; UBS PROMISSAO SAUDE DA FAMILIA;23021
2065401; US III DE PEREIRA BARRETO;22959
2788128; UBS MOINHO VELHO II;22892
2788497; UBS REUNIDAS II;22858
2787830; UBS JARDIM SECKLER;22798
2091712; UBS DR WALTER ELIAS;22766
6610080; UBS JARDIM AMERICA INTERCAP;22707
2751267; UNIDADE BASICA DE SAUDE II DR PLINIO ARANTES BARRETO;22705
6269567; UBS ATUALPA GIRAO RABELO;22705
2049112; UBS AEROPORTO I;22696
2068966; CSI DR VICTOR ARAUJO HOMEM DE MELLO PINHEIROS SAO PAULO;22689
2079070; UBS VILA CISPER;22662
2042975; UBS OSWALDO MARASCA JUNIOR;22646
2030276; UBS JARDIM PARAVENTI;22607
5306000; USAFA SITIO CONCEICAOZINHA GUARUJA;22605
2042983; UBS EDUARDO ROMANO RESCHILIAN;22599
8265; UBS FRANCISCA LIMA DE LIRA;22583
2788179; UBS PARADA XV DE NOVEMBRO;22536
5192870; UBS DO POVO;22499
2030462; UBS DR MARIO FITTIPALDI;22418
4050347; UBS CARLOS GENTILE DE MELO;22390
5275792; UBS JARDIM ACACIO;22372
4049810; UBS VILA DAS BELEZAS ALBERTO AMBROSIO;22365
2056364; UBS JARDIM SANTA CECILIA;22345
2040778; UBS CIDADE ARACY ERNESTO PEREIRA LOPES;22325
2788594; AMA UBS MASSAGISTA MARIO AMERICO;22312
3385264; UBS ALMIRANTE DELAMARE;22296
2085879; UBS LARANJEIRAS;22248
2064537; PAMO ESTIVA;22244
2752263; UBS JARDIM GUAIRACA;22239
2084686; UBS JD REDENTOR;22207
2061279; UBS JARDIM DAS MARGARIDAS;22178
5544157; USF CIDADE ARACY EQUIPE I;22167
2085984; UBS NOVA ERA ROSIMEIRE CORREA DE CAMPOS;22167
8370; UBS JOSE SABINO FERREIRA;22122
6974511; UBS VILA DIONISIA II;22090
2055406; UBS MAIS AEROPORTO;22029
2815451; AMA UBS PARQUE FIGUEIRA GRANDE;21975
2788209; UBS PAULO FELDMAN NITRO OPERARIA;21953
2788896; UBS V FORMOSA II;21922
7136617; UBS VILA CANAA;21888
2034646; UBS DO PARQUE SAO VICENTE;21871
2029529; CENTRO DE SAUDE III DE BRODOWSKI;21813
9305580; UNIDADE BASICA DE SAUDE CENTRO;21764
2790297; CENTRO DE SAUDE DOUTOR HELIO PERACOLI JUNIOR IGARACU DO TIET;21761
2059533; UNIDADE DE SAUDE DA FAMILIA E PA APARECIDINHA SOROCABA;21760
6998186; UBS VILA NATAL;21738
9624988; UBS VILA EMA DR FUAD KASSAB;21734
2790173; CENTRO DE SAUDE II DE BROTAS;21726
2788799; UBS V CONSTANCIA VICENTE OCTAVIO GUIDA;21708
2057158; ESF DR FIRMINO H CAVENAGHI;21660
2787903; UBS JARDIM TRES CORACOES;21588
2051133; ESF VILA MARCONDES DR JOSE CUPERTINO D ARCE;21582
8788; UBS VILA LUZITA;21544
2786710; UBS DONA ADELAIDE LOPES;21517
2787210; UBS JARDIM BOA VISTA;21507
2785307; HOSPITAL E MATERNIDADE SANTA FRANCISCA STA GERTRUDES;21494
3708411; AMA UBS INTEGRADA VILA CLARA;21486
2027690; UBS DONA MARIQUINHA SCIASCIA;21464
2047055; UBS II COHAB DR OTELO MILANI JUNIOR;21451
2787709; UBS JARDIM REPUBLICA;21428
2774763; UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO;21422
2788616; UBS SANTA LUCIA;21417
2072726; USF JARDIM DENADAI;21405
2086530; UMSF JARDIM DAS INDUSTRIAS;21396
8109; UBS SYLVIO JOAO L DE LUCIA;21364
2789213; UBS VILA PROGRESSO JD MONTE ALEGRE;21347
2790149; CENTRO DE SAUDE DOIS CORREGOS;21345
2787881; AMA UBS INTEGRADA JARDIM TIETE I OSCAR PEREIRA DA SILVA;21335
6451713; UBS JOSE GROFF;21297
3738647; AMA UBS INTEGRADA JD DA CONQUISTA III;21294
2064855; UBS AGUA FUNDA;21277
4050401; UBS REUNIDAS I;21275
2084627; UBS SAO RICARDO;21257
3323005; UBS PONTE ALTA;21244
2059266; UBS JARDIM FLORIDA;21238
2774828; AMA UBS INTEGRADA JARDIM TRES MARIAS DR MAURICIO ZAMIJOVSKY;21222
2075946; UBS JOAO ARANHA ARISTOTELES COSTA;21203
2032023; CSF PLANALTO LIMEIRA;21153
2058847; UBS JARDIM SANTO ONOFRE;21136
2046296; UBS EDMUNDO DE OLIVEIRA CS I BOTUCATU;21129
3462196; SERVICO DE ATENDIMENTO EM DST AIDS;21094
2036460; UBS MARAPE;21084
2060329; CS DE MONTE APRAZIVEL;21056
2791420; UBS VILA NOVA;21019
2034263; CENTRO DE SAUDE SAO CRISTOVAO;20997
7507933; UNIDADE BASICA DE SAUDE DRA IRACEMA PETRI BARRA BONITA;20959
2026996; AMA UBS INTEGRADA JOSE BONIFACIO I;20954
2787822; UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO;20915
2059789; UBS MAIS GURILANDIA;20873
2027895; USF SANTA CLARA;20854
2751984; AMB ESPEC TUCURUVI ARMANDO DE AGUIAR PUPO;20851
3992101; UBS CHACARA DO CONDE;20845
2064413; UBS ALEXANDER FLEMING SIMIONI;20836
2086514; UMSF PARQUE BRASIL;20831
2070480; UBS PROF DR JOSE PAULO MARCONDES DE SOUZA VILA VIRGINIA;20829
2050218; UBS HELIO LOURENCO DE OLIVEIRA SANTA CRUZ;20819
2084988; UBS SANTA CRUZ DOS LAZAROS ANA LUISA PINHEIRO;20800
2718847; UBS RECANTO MONICA;20793
3614948; UBS LUAR DO SERTAO;20778
2784572; AMBULATORIO DE ESPECIALIDADES ARE I;20728
4049241; UNIDADE BASICA DE SAUDE DE POTIM;20673
2070278; UBS II MIYOGI MORIZONO VALPARAISO;20657
2046997; UBS V STA CATARINA;20637
2787458; UBS JARDIM HERCULANO;20606
3242218; ESF PARQUE DOS ESTADOS I;20598
2064820; UBS DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ PONTE RASA;20584
2038102; UBS MARIA TEREZA DE ANDRADE N S APARECIDA;20508
2049090; UBS SAO SEBASTIAO;20494
2030969; AMA UBS AMERICANOPOLIS;20472
2084597; UBS CAVADAS;20472
9788409; UBS ANCHIETA;20469
2032376; PAS DR EDMUNDO VIEIRA PRADO DE TUPA;20451
2081113; HOSPITAL SANTA FILOMENA DE RIO CLARO;20449
5997399; UBS MARINOPOLIS;20430
4049969; UBS PREFEITO PRESTES MAIA;20422
4050029; UBS V REGINA;20415
2788373; UBS PARQUE PERUCHE;20399
2062097; UBS JARDIM PALMIRA;20398
2068109; UBS VILA LEONOR;20351
4049950; UBS JOSE BONIFACIO II CELINA MARIA JOSE DE OLIVEIRA;20343
8230; UBS GETULINO JOSE DIAS;20327
2786982; UBS DOM JOAO NERY;20326
2033275; ESF RIO BRANCO II E III SAO VICENTE;20320
6408168; AMA UBS INTEGRADA AGUIA DE HAIA;20295
3188965; UBS JARDIM PRIMAVERA;20269
9720901; UBS DR DANILO APARECIDO DE OLIVEIRA;20244
2038757; CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS;20239
9023747; UBS CENTRAL;20204
2045419; UBS ORQUIDEAS;20192
2787415; UBS JARDIM GUARANI;20169
2025329; UBS VILA GUIOMAR;20167
2032112; UBS JARDIM SANTISTA;20137
2718839; UBS PARQUE MARENGO;20112
4049942; UBS JD SAO PEDRO FRANCISCO ANTONIO CESARONI;20091
4050126; UBS V RAMOS DR LUIS AUGUSTO DE CAMPOS;20057
2049457; CENTRO DE SAUDE II MAIRINQUE MAIRINQUE;20041
2096919; UBS SAO DEOCLECIANO;20039
9464093; EAP OSNILDA DE PAIVA AGA;20027
8184; UBS CAROLINA MARIA DE JESUS;19984
2789019; UBS VILA JAGUARA;19981
3661741; UBS NOVO CAMINHO;19967
8095; UBS DARCY ALVES E ROBALINHO;19953
2786958; UBS COSTA MELO;19932
2033704; CENTRO DE SAUDE DE PIRAJUI II DR JORGE MEIRELES DA ROCHA;19891
2786885; UBS CHACARA INGLESA;19847
2705133; CLINICA DA FAMILIA NOVO HORIZONTE;19846
2062062; UBS VILA GALVAO;19824
2787237; UBS J CAMPOS;19804
2064405; UBS VILA CARMELA;19789
9339833; UBS JOVA RURAL;19783
2052296; UBS CIDADE MARTINS;19763
7973586; CENTRO DE ESPECIALIDADES ERENILDE DE PAULA CARRASCO BULA;19727
3844064; UBS JARDIM RECORD PONTE ALTA;19705
2788713; UBS VILA ARAPUA NELSON MORAES;19700
2751879; AMB ESPEC FREGUESIA DO O;19700
3956954; UBS PARAISOPOLIS II;19694
2056402; USF CENTRO II FARMACEUTICO SERGIO MATSUMURA;19684
2055414; ESPACO SAUDE DRA CELILIA MAGALDI;19666
2789299; UBS VARGINHA;19656
2786915; UBS CIDADE NOVA SAO MIGUEL;19655
2028220; CENTRO DE SAUDE WALTER VENTURA FERREIRA;19654
2801140; UBS JARDIM CANHEMA SAUDE DA FAMILIA;19648
2786729; UBS ANTONIO ESTEVAO DE CARVALHO;19641
2044005; CENTRO DE SAUDE DR RUBENS DE OLIVEIRA BOTTAS;19616
9888667; UNIDADE MOVEL ODONTOMOVEL 02 ITAPETININGA;19610
2075016; UBS V PROGRESSO;19606
4049799; UBS COMENDADOR JOSE GONZALEZ;19594
110612; UNIDADE RESPIRATORIA NOVA HORTOLANDIA;19561
2044471; UBS ENGENHEIRO NEIVA;19558
2085712; UBS VILA MATHIAS;19535
2787377; UBS JARDIM ETELVINA;19529
2752271; UBS VILA ITAPEMA;19485
2787245; AMA UBS JARDIM CAPELA;19462
2027720; UBS VILA MARIA LUIZ PAULO GNECCO;19447
2027275; UBS VILA ALBERTINA DR OSVALDO MARCAL;19434
2040093; UBS JARDIM JACY;19420
2064898; CENTRO DE SAUDE PLANALTO;19411
9812482; UBS II CINTRA GORDINHO;19408
2042959; UBS JOAQUIM ROSSINI;19401
2049961; UBS VILA RIO DE JANEIRO;19399
6625843; UBS CONCEICAO;19399
2049813; UNIDADE BASICA DE SAUDE I FREI GERALDO MEIJER;19377
2066939; UBS BELVEDERE;19346
2789124; UBS V NOVA YORK;19345
9377; UBS VILA INDUSTRIAL E TATETUBA;19332
2086522; UBS PARQUE SANTO ANTONIO;19328
5079454; UBS JARDIM CELESTE;19318
2086298; UBS JARDIM JACIRA;19311
9014209; UBS JARDIM MARIA LUIZA IV;19306
3850757; UBS CIDADE JARDIM;19294
2049082; UBS GUANABARA;19245
2718960; ESF PARQUE PIRATININGA;19227
4049861; UBS JARDIM SOUZA;19227
2086557; CENTRO DE SAUDE DE PARAGUACU PAULISTA;19201
2061120; UBS CARDIA;19184
2747073; CENTRO DE SAUDE II ITAPOLIS;19178
2789949; CASA MUNICIPAL DE SAUDE DA CRIANCA DE PROMISSAO;19177
3661660; UBS INACIO MONTEIRO;19119
2750341; CENTRO DE SAUDE II JUNQUEIROPOLIS;19112
5996783; UBS JARDIM DO CARMO;19108
2096935; UBS SOLO SAGRADO;19086
2788969; UBS VILA GUILHERMINA DR AMERICO RASPA NETO;19086
2063778; UBS JARDIM SUINA;19066
2745666; CS II DE MIGUELOPOLIS;19065
9024; UBS CENTRO II;19031
2787326; UBS JARDIM D ABRIL;19010
2027321; UBS RECANTO CAMPO BELO;18985
2062364; USF BOM RETIRO;18963
8117; UBS MARIA GIRADE CURY;18947
9618694; UBS NASCER DO SOL;18937
3491137; UBS JARDIM CUMBICA I;18935
2039877; USF PARQUE PARAISO;18903
8168; UBS MARIA GATTI GIGLIO;18895
2039443; UBS VILA NERY PS DR WILSON POZZI;18888
8222; UBS VASCO DA ROCHA LEAO;18886
5120780; UBS JARDIM LOURDES;18878
8281; UBS MARIA PIA DE OLIVEIRA;18875
3272826; UBS JARDIM SALETE;18873
2074079; UBS TEOTONIO VILELA;18814
2788888; UBS VILA ESPERANCA DR EMILIO SANTIAGO DE OLIVEIRA;18802
2788438; UBS IACAPE JARDIM PLANALTO;18761
2787717; UBS J ROBRU GUAIANAZES;18753
2046059; CENTRO DE SAUDE DE LUCELIA;18714
2090821; UNIDADE BASICA DE SAUDE PROF DR FIORAVANTI ALONSO DI PIERO;18711
2054663; UBS VILA ASSIS BRASIL;18644
2786745; UBS ALTO DO UMUARAMA;18640
2038129; CS DE NOVA GRANADA;18622
2045346; UBS ALVES DIAS;18597
2093162; ESF LAZARO DA SILVA ENGENHEIRO COELHO;18571
2787725; UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;18563
2787407; UBS JARDIM GUANABARA;18562
2788446; UBS PQ STA RITA;18561
2787733; UBS JD ROMANO VILA ITAIM;18555
2788489; UBS RECANTO VERDE DO SOL;18548
2050226; UBS DR ADALBERTO TEIXEIRA ANDRADE VILA RECREIO;18548
2788551; UBS DR SERGIO CHADDAD;18542
2047004; UBS JARDIM SAO SAVERIO AURELIO MELLONE;18500
2787482; UBS JD IV CENTENARIO;18463
2086964; UBS DR EDGARD ACHE CSE IPIRANGA;18445
2787202; UBS J AURORA;18421
2074648; UBS UIRAPURU;18417
2788675; UBS VILA ANASTACIO;18370
3092402; USF IEDDA;18333
4047273; UBS BELA VISTA;18326
2788608; UBS STA INES;18302
2787229; UBS JARDIM CAMPINAS;18286
2044218; UBS JARDIM MUNHOZ;18271
2035111; CSF CECAP LIMEIRA;18267
2063182; CENTRO INTEGRADO DE SAUDE CIS DR SERAFIM JUSTO CASTILHO;18237
2787490; UBS J IVA;18224
3002543; UBS JARDIM PARANAPANEMA;18194
2086743; UBS JARDIM CAICARA;18188
2788705; UBS V APARECIDA;18150
2788381; UBS PARQUE REGINA PERINA ALVES TEIXEIRA;18139
3255247; UBS HERBERT DE SOUSA BETINHO RIBEIRAO VERDE;18138
8419; UBS LIA BUARQUE DE MACEDO GASPARINI;18137
6383106; UBS CAIC CRISTO REI;18135
2040166; UBS DR RUBENS ISSA HALAK JARDIM JULIANA;18123
2030578; UBS DR ACIDINO DE ANDRADE SAO JOAO DA BOA VISTA;18113
2787261; UBS JARDIM CIDADE PIRITUBA;18105
4050177; UBS CASTRO ALVES;18101
2049600; CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;18086
2037386; UBS RUDGE RAMOS;18064
2027682; UBS CASA VERDE;18062
2096994; UBS JARDIM AMERICANO;18061
3654346; ESF HENEDINA RODRIGUES CORTEZ;18043
2789108; UBS VILA NOVA GALVAO;18018
6195008; UBS JARDIM MACEDONIA;17998
2718812; UBS MONTE BELO;17918
2755114; UBS CENTRO AUX ENF GUSTAVO LOURENCO;17894
2039850; UBS MAIS CHACARAS REUNIDAS;17894
6400124; USF JARDIM PADRE AUGUSTO SANI;17860
2064391; UBS PARQUE JANDAIA;17815
8826; UBS JARDIM ALVORADA;17777
2788098; UBS MATA VIRGEM;17740
2788853; UBS VILA ESPANHOLA;17740
2075636; UBS DR ROMULO RIBEIRO DA COSTA CSE BARAO DE MAUA AEROPORTO;17683
4050037; UBS JARDIM COLORADO DR JOSE PIRES;17670
3170632; USF PAULO MANETA;17631
2787652; UBS JD NITEROI;17617
2057131; UBS CIDADE KEMEL;17580
2788721; UBS VILA ARICANDUVA;17567
2083620; CENTRO DE SAUDE III DE SERRANA;17564
9343148; UBS SEM TERRA;17564
2046261; UBS ITAIM PAULISTA JULIO DE GOUVEIA;17560
2040360; UBS AZULVILLE PS DR ROMEU DE CRESCI;17540
3018245; CENTRO DE SAUDE III;17528
3651762; UBS MORRO DOCE;17528
2023164; CENTRO DE SAUDE JARDIM CONCEICAO;17511
2062143; UBS JD EUROPA;17471
2786869; UBS CASA VERDE ALTA;17470
2049791; UBS CARLOS CHAGAS VILA ABRANCHES;17467
3853357; PSF III DR JOSE EGIDIO DE ALVARENGA AGUAS DE LINDOIA;17462
2023199; CENTRO DE SAUDE COSTA E SILVA;17458
7169698; CAFI CENTRO DE ASSISTENCIA A FAMILIA E AO IDOSO;17437
2788659; UBS THERSIO VENTURA;17416
3552454; UBS LAURINDA RODOLFO RUBO;17413
5621267; UBS JARDIM FLOR DE MAIO;17386
2789159; UBS FATIMA DE JESUS VIANA ROSA;17374
4050002; UBS PEDRO DE SOUZA CAMPOS;17366
2030195; UBS II DOUTOR ORLANDO BERTOLLI;17347
2801175; UBS JARDIM RUYCE SAUDE DA FAMILIA;17343
2801124; UBS VILA NOGUEIRA SAUDE DA FAMILIA;17337
2049848; UBS DR RUBENS LISANDRO NICOLETTI JOSE SAMPAIO;17329
2095963; USF UNID INTEGRADA DE SAUDE VILA FABRI FIORAVANTE CALDANA;17320
2076349; CS II DR SEBASTIAO RIBEIRO DO VALLE;17306
7097778; UBS JARDIM RINCAO;17288
9066977; UBS ALTO IPIRANGA;17281
2043750; UBS CONSELHEIRO NEBIAS;17271
2073315; SECRETARIA MUNICIPAL DE SAUDE DE LINS;17262
2086328; UNIDADE BASICA DE SAUDE DR EMILIO LUIZ LATTARI;17251
5313902; UBS BRASILIA M BOI MIRIM;17232
2022818; CENTRO DE SAUDE PARQUE DA FIGUEIRA;17206
2040212; UBS MAIS MOURISCO;17162
2053535; CENTRO DE SAUDE II DR ALCIDES FACUNDO ARROYO;17159
2027062; UBS VILA RAMOS FREGUESIA DO O;17136
2047675; UNIDADE BASICA CAPAO BONITO CAPAO BONITO;17122
2789272; UBS VILA ZATT;17105
2084996; UMSF CIDADE SALVADOR;17104
2786893; UBS CIDADE JULIA;17102
2788810; UBS VILA DALVA ENG GUILHERME H PINTO COELHO;17098
2058715; CENTRO MEDICO SOCIAL COMUNITARIO JANUARIO THEODORO DE SOUZA;17029
2774682; CENTRO DE SAUDE II SANTA RITA DO PASSA QUATRO;17017
3323331; UBS JARDIM DAS PEDRAS;17015
3413411; UBS RECREIO SAO JORGE;16999
2092026; UNIDADE DE SAUDE DR PHEBO DE OLIVEIRA ROGE FERREIRA;16985
2701359; UNIDADE BASICA DE SAUDE COLONIA;16968
9040; UBS NOVO HORIZONTE;16967
2752328; UBS PARQUE ARTHUR ALVIM;16903
4050061; UBS RIO CLARO;16903
2050730; USF VILA POPULAR;16899
3179613; UBS CONTINENTAL;16857
2773694; UBS SANTO ANTONIO;16844
7324448; UBS JARDIM ICARAI;16816
3272206; ESF DONA DALVA FERNANDES MOREDA AYUSSO;16808
2751151; UBS II DE REGENTE FEIJO;16800
2050048; UBS PAE CARA GUARUJA;16791
2084619; UBS PONTE GRANDE;16783
2789175; AMA UBS VILA PIAUI;16778
5275814; UBS NOVA CIDADE;16776
2748037; USF CENTRO PARAIBUNA;16757
2023156; CENTRO DE SAUDE JARDIM EULINA;16739
6365817; UBS JARDIM ELEDY;16706
2070626; CENTRO DE SAUDE ALUMINIO;16702
2023970; UBS ARMANDO GONCALVES DE FREITAS;16679
2787687; UBS JARDIM PENHA;16669
2787334; UBS J DAS CAMELIAS;16626
2788632; UBS VILA SANTA MARIA;16621
2057271; UBS J CAMARGO NOVO;16594
2801108; UBS PARQUE REID SAUDE DA FAMILIA;16593
2086808; UBS J STA MARIA;16536
2745623; CS DE PEDREGULHO;16518
2040077; UBS CUMMINS;16513
2036827; UNIDADE DO PSF II VILA ROSA BURI SP;16501
2786923; UBS CIDADE PATRIARCA DR HERMENEGILDO MORBIN JUNIOR;16453
2096749; UBS CENTRAL;16418
2086484; UMSF JARDIM DO VALE;16401
2024020; UBS JOAO DE SIQUEIRA;16383
8257; UBS OTACILIO FIRMINO LOPES;16376
2072033; UNIDADE MISTA DE SAUDE DE EMBUGUACU;16363
2789280; UBS VARGEM GRANDE;16336
6165516; UBS VILA CAMPESTRE;16292
2787091; UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;16261
2061090; UBS JARDIM VILA GALVAO;16246
2786753; UBS DR ANTONIO PIRES FERREIRA VILLALOBO;16234
2052016; USF DR RENATO DE CARVALHO ANGATUBA SAUDE NA HORA;16221
2022729; CENTRO DE SAUDE CENTRO;16181
5620341; UBS JARDIM MAGDALENA;16171
2787172; UBS JARDIM APUANA JOAO KOCH;16170
3322041; UBS JARDIM DAS NACOES SAUDE DA FAMILIA;16168
419249; UBS MORRO;16167
4050053; UBS CHACARA SANTANA;16148
3996115; UBS SAO JORGE CIDADE ADEMAR;16142
2044293; UBS WILMA DELPHINA DE OLIVEIRA GAROTTI VILA TIBERIO;16142
2787121; UBS IGUACU MARIA JOSE MARIANO DA SILVA;16131
2043009; AMA UBS JARDIM ELBA HUMBERTO GASTAO BODRA;16123
9279423; UBS JUSSARA CELINA;16109
6683991; UBS JARDIM SELMA CIDADE ADEMAR;16090
5731143; AMA UBS VILA IMPERIO;16080
2718790; UBS JARDIM PAINEIRA;16067
2022656; CENTRO DE SAUDE SAO BERNARDO;16064
2049570; UBS JARDIM NOVA CUMBICA;16060
4050118; UBS JARDIM THOMAS;16060
8206; UBS SANTA MARIA GORETTI;16058
2801132; UBS JARDIM ABC SAUDE DA FAMILIA;16053
2070308; UBS III DA FAMILIA JAIME PINTO CUNHA BURITAMA;16037
2751119; UBS II DE ALVARES MACHADO;16000
2066696; USF VALO VELHO;15960
2040670; CENTRO DE SAUDE SAO QUIRINO;15956
2048531; USF DR FABIO CESAR DE MORAES SAO MIGUEL ARCANJO;15929
2052466; USF E PRONTO ATENDIMENTO NOVA CINTRA;15925
6822991; UBS JARDIM NOVO HORIZONTE;15922
3307905; UBS PROF DR JACOB RENATO WOISKI JD JOAO ROSSI;15918
9458; UBS CAMPO DOS ALEMAES;15902
2787997; UBS JORDANOPOLIS;15890
2787660; UBS JARDIM PANAMERICANO;15872
2033127; CAMO MINEIRA DR NELSON RODRIGUES MARTINHO ANDRADINA;15864
2784580; UNIDADE BASICA DE SAUDE DR SERGIO PIMENTA;15859
2704781; UNIDADE BASICA DE SAUDE MORADA DAS VINHAS PACS;15843
2772914; UNIDADE DE SAUDE DA FAMILIA CENTRAL I;15836
3338533; UBS NORMANDIA;15834
6825494; UBS CICERO GOMES UBATUBA;15809
2039168; CONSULTORIO MUNICIPAL DR DANILO ALBERTO V MEDEIROS;15792
2745313; CENTRO DE SAUDE DR IRINEU BULLER DE ALMEIDA;15750
2787806; UBS JARDIM SAO NICOLAU;15742
2702045; UBS CENTRAL PITANGUEIRAS;15736
3376826; UBS SANTA LIDIA;15718
2050471; USF JARDIM PICERNO;15685
2022702; CENTRO DE SAUDE SOUSAS;15666
6032419; CENTRO DE SAUDE OZIEL;15664
2786931; UBS JD DA CONQUISTA I;15649
2774771; UBS CIDADE TIRADENTES LUIS MARANHAO;15634
2787296; UBS JARDIM COLONIAL;15632
2790181; CENTRO DE SAUDE II DE CAFELANDIA;15619
3568172; UBS DO CENTRO DE RIO GRANDE DA SERRA;15619
2787008; UBS DOMINGOS MANTELLI;15599
2787423; UBS JARDIM GUARUJA;15593
2065118; UBS II DR EXPEDITO SHIZUO KUROCE;15589
2034786; CENTRO DE SAUDE MARIA DO CARMO SOROCABA;15584
5378400; UNIDADE DE SAUDE DA FAMILIA MOREIRA CESAR CISAS PINDA;15575
2787601; AMA UBS JD MIRIAM MANOEL SOARES DE OLIVEIRA;15566
8427; UBS GUILHERMINA DE NOBREGA ABREU;15555
4047281; UBS INDEPENDENCIA;15551
7645279; UBS SANTA PAULA;15523
2044269; USF JOSE PAULO PIMENTA DE MELLO JARDIM ZARA;15515
2089033; CENTRAL MUNICIP DE SAUDE DR EUCLIDES NERY JUNIOR PEDREIRA;15513
2787466; UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO;15508
2054671; UBS DISTRITAL HORTO MIRAMONTES FRANCA SP;15507
2023202; CENTRO DE SAUDE VILA IPE;15453
8176; UBS NEYDE ALVES DA SILVA;15443
2718774; UBS JARDIM MARAGOGIPE;15427
2766019; UBS PRIMEIRO DE OUTUBRO;15424
3184765; UBS EMILIA COSME CERQUEIRA;15423
2049341; PSF DR FRANCISCO MOREIRA JUNIOR PORTO FELIZ;15421
2788977; UBS VILA IMPERIO DRA GILDA TERA TAHIRA;15396
2788934; UBS VILA GUACURI CICERO SERGIO CAVALCANTE;15392
2052717; USF DR ALVARO PANAZZOLO VILA ALBERTINA;15388
9148; UBS JARDIM PAULISTA;15380
2027054; UBS J MARILIA;15377
2788039; UBS LARANJEIRAS;15368
2052369; UBS OSWALDO CRUZ VILA MARIANA;15363
2748347; CENTRO SAUDE II CHARQUEADA CHARQUEADA;15351
2750074; PSF SANTA MARGARIDA;15346
3651770; UBS JARDIM ROSINHA;15342
9253; UBS EUGENIO DE MELO;15341
2088290; VIGILANCIA SANITARIA ZOONOSES EPIDEMIOLOGICA MONGAGUA;15334
2043017; UBS MASCARENHAS DE MORAES;15324
9006974; USF DR VINICIO PLASTINO JARDIM MARCHESI;15298
2087731; UBS JD AMANDA II;15285
2787857; UBS JARDIM SINHA;15274
2752190; UBS BURGO PAULISTA;15269
9459065; UBS TRES PONTES;15267
2789094; UBS V NOSSA SENHORA APARECIDA;15251
2030098; ESF DR DALILLO BISCEGLI;15238
2053543; UBS RADIO CLUBE;15209
3002926; UBS PREF CELSO AUGUSTO DANIEL;15206
8125; UBS LUCIANO RODRIGUES COSTA;15169
3449947; UBS ITAPEGICA;15156
2787067; UBS GAIVOTAS;15148
7884192; UBS CANTINHO DO CEU;15138
2023628; CENTRO DE SAUDE SAO JOSE;15136
2044188; UBS JARDIM FORTALEZA;15133
8664; UBS CIDADE SAO JORGE;15128
2788624; UBS STA LUZIA;15117
4048326; UBS JD PRESIDENTE DUTRA;15110
2066793; UBS JARDIM PARANA;15096
3581683; UBS JOSE MENESES ALVES;15069
2815273; UBS ZUMBI DOS PALMARES;15067
9794751; UBS JD LUCELIA SANDRA APARECIDA BARBOSA CORREIA LIMA;15062
2796007; UBS JOSE HAILTON DE CAMARGO;15055
26131; UBS JOSE GUIMARAES DE ABREU;15051
2788845; UBS VILA EDE;15035
2801086; UBS CASA GRANDE SAUDE DA FAMILIA;14964
2789027; UBS VILA MAGGI;14951
2084732; UBS ALBERT SABIN MARINCEK;14895
7357761; UBS JD NOVO PANTANAL PEDREIRA;14887
2750333; CENTRO DE ESPECIALIDADES MEDICAS DR KANJI KAWAMURA;14882
8710; UBS CENTRO DE SAUDE ESCOLA;14868
2035995; UBS JARDIM ROSA DE FRANCA;14843
2040956; CENTRO DE SAUDE III BORBOREMA;14830
7718829; UNIDADE DE SAUDE DA FAMILIA NOVA ESPERANCA PINDAMONHANGABA;14820
2787199; UBS JARDIM ARACATI;14793
2751836; UBS VILA PARANAGUA;14782
2029480; POLICLINICA DR LUIZ FERREIRA PIRAJU;14775
3338525; UBS BANANAL;14771
2046962; UBS CIDADE PEDRO JOSE NUNES;14758
2070588; UBS PROF AYMAR BATISTA PRADO DOM MIELLE;14751
4050150; UBS PARELHEIROS;14740
8397; UBS ODUVALDO MAGLIO;14719
2027976; US ANTONIO CARLOS DOS SANTOS PAS;14710
7500130; UNIDADE VILA DOS LAVRADORES;14701
2789035; UBS VILA MANGALOT;14691
2091836; CENTRO DE SAUDE III DE SEVERINIA;14690
2030284; CS II DR JOSE CARQUEIJO SCRPARDO;14674
9423; UBS JARDIM DAS INDUSTRIAS;14622
2788020; UBS FAZENDA DA JUTA II;14601
2029308; USF MARTINS FONTES;14576
2062089; UBS TABOAO;14545
9632387; UBS JARDIM SAO CARLOS;14543
2752255; UBS ITAQUERA;14523
2035537; UBS DO JARDIM MAUA;14496
2064383; UBS INOCOOP;14450
2075164; CSIII DR HUGO ROCHA;14436
2051605; CSF MORRO AZUL LIMEIRA;14370
9343121; UBS INTERATIVA;14341
2062070; UBS SOIMCO;14335
