CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2087782; UNIDADE DE SAUDE DA FAMILIA BELAS ARTES;4750
2786923; UBS CIDADE PATRIARCA DR HERMENEGILDO MORBIN JUNIOR;4750
2075016; UBS V PROGRESSO;4736
2061600; UBS ANGELA ROSA FRANCA SP;4732
2022842; CENTRO DE SAUDE INTEGRACAO;4724
2071940; UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO;4724
8648; UBS VILA HUMAITA;4721
2789124; UBS V NOVA YORK;4721
2027054; UBS J MARILIA;4717
2786958; UBS COSTA MELO;4717
2056402; USF CENTRO II FARMACEUTICO SERGIO MATSUMURA;4708
2035545; UBS DO FEITAL;4695
6974511; UBS VILA DIONISIA II;4695
2787261; UBS JARDIM CIDADE PIRITUBA;4690
2071487; CS I DR TAKASHI ENOKIBARA;4680
2706059; UBS DR LEOPOLDINO JOSE DOS PASSOS;4676
2746646; UBS IV DR NICANOR ANTONIO ABREU DE OLIVEIRA;4674
6610080; UBS JARDIM AMERICA INTERCAP;4673
2064448; UBS DR WALDEMAR BARNSLEY PESSOA PARQUE RIBEIRAO;4670
2025299; AMBULATORIO MUNICIPAL PREFEITO HERMINIO DE LAURENTIZ NETO;4667
4049969; UBS PREFEITO PRESTES MAIA;4666
2746484; UBS ASSA;4644
2086328; UNIDADE BASICA DE SAUDE DR EMILIO LUIZ LATTARI;4643
2789272; UBS VILA ZATT;4642
2752131; SAE IST AIDS IPIRANGA JOSE F ARAUJO;4640
2787725; UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;4624
2030446; UNIDADE BASICA DE SAUDE DE VILA REZENDE PIRACICABA;4618
2788446; UBS PQ STA RITA;4612
2051249; CENTRO DE SAUDE I TACITO LEITE DE CARVALHO E SILVA;4611
2084686; UBS JD REDENTOR;4609
2042843; UBS DR CID MELLO ALMADA VILA RIO BRANCO;4603
9253; UBS EUGENIO DE MELO;4601
86185; USF VEREADOR MARSAL LOPES ROSA;4601
4050002; UBS PEDRO DE SOUZA CAMPOS;4599
3383792; UBS DR ADAUTO RIBEIRO;4597
5120780; UBS JARDIM LOURDES;4596
2038978; UBS JARDIM ZAIRA I;4585
2060825; UBS DR SILVIO ARNALDO PIVA;4585
2774771; UBS CIDADE TIRADENTES LUIS MARANHAO;4582
2027682; UBS CASA VERDE;4551
2787342; AMA UBS INTEGRADA JD DAS LARANJEIRAS;4547
2801124; UBS VILA NOGUEIRA SAUDE DA FAMILIA;4546
2096978; UBS SAO FRANCISCO;4534
4049926; UBS PADRE JOSE DE ANCHIETA;4533
2787652; UBS JD NITEROI;4529
2788586; UBS SILMARYA REJANE MARCOLINO SOUZA;4528
2046954; USF VALE DO SOL DR EUCLYDES CROCCI;4525
2788381; UBS PARQUE REGINA PERINA ALVES TEIXEIRA;4516
2043009; AMA UBS JARDIM ELBA HUMBERTO GASTAO BODRA;4510
2752220; UBS ENGENHEIRO GOULART DR JOSE PIRES;4510
7578210; UBS CARDOSO;4506
2061120; UBS CARDIA;4504
9458; UBS CAMPO DOS ALEMAES;4504
2063026; CENTRO DE SAUDE VILA ANGELICA SOROCABA;4489
2787377; UBS JARDIM ETELVINA;4486
2786729; UBS ANTONIO ESTEVAO DE CARVALHO;4476
2049244; CENTRO DE SAUDE E PA PARQUE LARANJEIRAS SOROCABA;4473
2752190; UBS BURGO PAULISTA;4472
2044617; CS I DE OURINHOS;4471
3738647; AMA UBS INTEGRADA JD DA CONQUISTA III;4461
8109; UBS SYLVIO JOAO L DE LUCIA;4460
2022680; CENTRO DE SAUDE SANTA ODILA;4451
2801108; UBS PARQUE REID SAUDE DA FAMILIA;4443
2751909; AMB ESPEC DR MILTON ALDRED;4432
2062143; UBS JD EUROPA;4429
2096935; UBS SOLO SAGRADO;4429
2086948; CENTRO DE SAUDE ESCOLA SUMAREZINHO;4428
2096994; UBS JARDIM AMERICANO;4424
6822991; UBS JARDIM NOVO HORIZONTE;4411
3708411; AMA UBS INTEGRADA VILA CLARA;4405
3661660; UBS INACIO MONTEIRO;4399
6165516; UBS VILA CAMPESTRE;4399
2755114; UBS CENTRO AUX ENF GUSTAVO LOURENCO;4397
3005909; UBS DR ALVARO RIBEIRO CEO I;4397
2787229; UBS JARDIM CAMPINAS;4395
2788659; UBS THERSIO VENTURA;4393
2054043; UNIDADE DE SAUDE DA FAMILIA E PA PARQUE SAO BENTO SOROCABA;4382
2064898; CENTRO DE SAUDE PLANALTO;4373
2787660; UBS JARDIM PANAMERICANO;4372
8095; UBS DARCY ALVES E ROBALINHO;4360
8265; UBS FRANCISCA LIMA DE LIRA;4359
2077116; UBS DR ADAUTO RIBEIRO;4358
2787687; UBS JARDIM PENHA;4353
2087537; UNIDADE BASICA DE SAUDE PARQUE BELA VISTA;4341
2789299; UBS VARGINHA;4339
2788810; UBS VILA DALVA ENG GUILHERME H PINTO COELHO;4336
2055678; CENTRO DE SAUDE VILA FIORI DE SOROCABA;4332
5313902; UBS BRASILIA M BOI MIRIM;4331
2752158; SAE IST AIDS SANTANA MARCOS LUTEMBERG;4321
9788409; UBS ANCHIETA;4319
2087731; UBS JD AMANDA II;4318
2044102; UBS DR TUYOSHI HONMA JARDIM MESQUITA;4317
2055198; UBS VILA BARROS;4313
7097778; UBS JARDIM RINCAO;4306
2093189; UBS III COHAB ITAPEVI;4302
2037513; UBS REPRESA;4302
2787865; UBS JD STA TEREZINHA;4301
2039737; UBS ANTONIO DE PADUA ALONSO ATIBAIA;4299
4050061; UBS RIO CLARO;4299
3255247; UBS HERBERT DE SOUSA BETINHO RIBEIRAO VERDE;4297
2801175; UBS JARDIM RUYCE SAUDE DA FAMILIA;4296
8567; UBS JARDIM BOM PASTOR;4290
2075822; USF VEREADORA ROSA MARIA TEIXEIRA ANA ESTELA;4289
2032090; UBS SANTA LIDIA;4288
6625843; UBS CONCEICAO;4286
8125; UBS LUCIANO RODRIGUES COSTA;4286
2035995; UBS JARDIM ROSA DE FRANCA;4279
2789159; UBS FATIMA DE JESUS VIANA ROSA;4275
2787415; UBS JARDIM GUARANI;4271
2752271; UBS VILA ITAPEMA;4270
2057778; CENTRO DE SAUDE DE OSVALDO CRUZ;4263
2070669; UNIDADE DE SAUDE DA FAMILIA VITORIA REGIA SOROCABA;4262
7672578; UBS SAO REMO;4261
2033704; CENTRO DE SAUDE DE PIRAJUI II DR JORGE MEIRELES DA ROCHA;4260
6518869; CLIAS CLINICA DE ATENCAO A SAUDE SANTA FE DO SUL;4258
2039877; USF PARQUE PARAISO;4256
2046962; UBS CIDADE PEDRO JOSE NUNES;4256
2787849; UBS J SILVA TELLES;4249
2766000; UBS MAR PAULISTA;4244
9229; UBS JARDIM ORIENTE;4242
2096234; UBS ENFERMEIRO CARLOS MOREIRA DA SILVA;4238
2086816; UBS VERA CRUZ DR FERNANDO PROENCA DE GOUVEA;4227
2786869; UBS CASA VERDE ALTA;4227
2801140; UBS JARDIM CANHEMA SAUDE DA FAMILIA;4222
2055082; CS DE NOVO HORIZONTE;4221
3002543; UBS JARDIM PARANAPANEMA;4220
2786745; UBS ALTO DO UMUARAMA;4219
2096188; UBS DRA IZABEL GRATIERI;4216
7028490; UBS CENTRO DR JOSE NIGRO NETO;4211
2023970; UBS ARMANDO GONCALVES DE FREITAS;4208
413933; USAFA CENTRO;4208
2036460; UBS MARAPE;4203
2038315; UMIS UNIDADE MISTA INTEGRADA A SAUDE SAO PEDRO;4198
2746522; UBS CAUCAIA DO ALTO;4197
4050053; UBS CHACARA SANTANA;4193
3105504; UBS RECANTO DOS HUMILDES;4185
2789280; UBS VARGEM GRANDE;4184
2788349; UBS PARQUE NOVO MUNDO I;4170
2038897; CSF HIPOLITO 1 LIMEIRA;4166
5731143; AMA UBS VILA IMPERIO;4164
8656; UBS PARQUE NOVO ORATORIO;4162
2086298; UBS JARDIM JACIRA;4155
2049457; CENTRO DE SAUDE II MAIRINQUE MAIRINQUE;4154
2090821; UNIDADE BASICA DE SAUDE PROF DR FIORAVANTI ALONSO DI PIERO;4150
6195008; UBS JARDIM MACEDONIA;4149
2773414; UBS PROFESSOR JOAO OLIMPIO NETO;4145
2060000; UNIDADE BASICA DE SAUDE VILA INDEPENDENCIA PIRACICABA;4131
9423; UBS JARDIM DAS INDUSTRIAS;4124
2022931; CENTRO DE SAUDE PEDRO DE AQUINO NETO;4123
3004341; UBS STO ESTEVAO CARMOSINA;4123
2787008; UBS DOMINGOS MANTELLI;4122
2787245; AMA UBS JARDIM CAPELA;4120
2025256; UBS CENTRO SUMARE NADIR CORDEIRO ROSSI CARAGUATATUBA;4107
2035030; UBS PARQUE PINHEIROS;4105
2787091; UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;4097
3522997; USA FAZENDINHA;4096
7961596; USAFA OCIAN;4094
2773821; UBS TITO FUGA CALMON VIANA;4093
2787601; AMA UBS JD MIRIAM MANOEL SOARES DE OLIVEIRA;4086
2061228; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA VILA MARLI;4085
2801086; UBS CASA GRANDE SAUDE DA FAMILIA;4083
6269567; UBS ATUALPA GIRAO RABELO;4079
2788853; UBS VILA ESPANHOLA;4077
6683991; UBS JARDIM SELMA CIDADE ADEMAR;4077
2096943; UBS JOAO PAULO II JAGUARE;4070
2050633; USF VASCONCELOS;4070
2716763; UBS SANTA TEREZA;4069
7449763; UBS I PREFEITO ILARIO DASSIE;4062
2773813; UBS MARIA DE LOURDES CARDOZO MATHIAS;4032
2773759; UBS VILA NATAL;4031
9023747; UBS CENTRAL;4030
2773635; UBS PONTE GRANDE;4030
2040166; UBS DR RUBENS ISSA HALAK JARDIM JULIANA;4025
630896; UBS JARDIM EMPYREO LEME;4014
2027275; UBS VILA ALBERTINA DR OSVALDO MARCAL;4013
2787423; UBS JARDIM GUARUJA;4012
9339833; UBS JOVA RURAL;4010
2027321; UBS RECANTO CAMPO BELO;3999
2745690; CS II DR MIGUEL VITALIANO ORLANDIA;3998
2084988; UBS SANTA CRUZ DOS LAZAROS ANA LUISA PINHEIRO;3995
2050226; UBS DR ADALBERTO TEIXEIRA ANDRADE VILA RECREIO;3994
9113; UBS JARDIM DA GRANJA;3986
2787199; UBS JARDIM ARACATI;3982
2030314; CENTRO DE ESPECIALIDADES MEDICAS ITAMAR DELLA NINA CERVA;3982
2086808; UBS J STA MARIA;3977
2054353; CENTRO DE SAUDE BARCELONA SOROCABA;3970
2751267; UNIDADE BASICA DE SAUDE II DR PLINIO ARANTES BARRETO;3964
2819856; UBS UNIAO DE VILA NOVA;3963
8370; UBS JOSE SABINO FERREIRA;3959
2786656; SAE DST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA;3957
2788039; UBS LARANJEIRAS;3956
2046598; UBS SANTA EMILIA;3953
2039656; CENTRO DE SAUDE VISTA ALEGRE;3952
2061090; UBS JARDIM VILA GALVAO;3951
2023962; UBS MARIA FRANCISCA DE MELO;3949
8990; UBS SANTANA;3941
2057131; UBS CIDADE KEMEL;3937
2746743; UNIDADE BASICA RAIMUNDO GUEDES NOVO HORIZONTE;3933
2688107; UBS VILA APARECIDA;3931
3492958; UBS FRANCISCO XAVIER DE CARVALHO SERTAOZINHO;3930
9794751; UBS JD LUCELIA SANDRA APARECIDA BARBOSA CORREIA LIMA;3926
2025493; CSF NOVA EUROPA LIMEIRA;3924
2787334; UBS J DAS CAMELIAS;3916
2789949; CASA MUNICIPAL DE SAUDE DA CRIANCA DE PROMISSAO;3911
9343121; UBS INTERATIVA;3907
2090554; UBS HAROLDO VELOSO;3902
2773619; UBS MINERACAO;3902
2039389; UBS AMELIA RICHARD LOCATELLI;3902
4062906; CENTRO DE ESPECIALIDADE DR DURVAL GARCIA;3900
2789035; UBS VILA MANGALOT;3893
2057492; PAMO CIDADE JARDIM;3889
8427; UBS GUILHERMINA DE NOBREGA ABREU;3887
8702; UBS JARDIM CARLA;3885
2790165; CENTRO DE SAUDE II BARRA BONITA;3882
2751836; UBS VILA PARANAGUA;3877
2049848; UBS DR RUBENS LISANDRO NICOLETTI JOSE SAMPAIO;3875
9632387; UBS JARDIM SAO CARLOS;3866
9390103; US DRA LUCILENE MOSCA MELIN LMM AB;3855
9105; UBS VISTA VERDE;3851
9066977; UBS ALTO IPIRANGA;3848
3444538; CENTRO DE REFERENCIA DO IDOSO DA ZONA NORTE SAO PAULO;3846
6135978; AMA PRES JUSCELINO KUBITSCHEK;3846
2062100; UBS MARCOS FREIRE;3844
2060256; UBS PARQUE SAO FRANCISCO;3843
2718812; UBS MONTE BELO;3838
2788020; UBS FAZENDA DA JUTA II;3836
2052296; UBS CIDADE MARTINS;3828
7169698; CAFI CENTRO DE ASSISTENCIA A FAMILIA E AO IDOSO;3827
2062089; UBS TABOAO;3827
3449947; UBS ITAPEGICA;3826
2788098; UBS MATA VIRGEM;3825
2023164; CENTRO DE SAUDE JARDIM CONCEICAO;3824
2787202; UBS J AURORA;3823
3554570; UBS VALPARAISO;3814
2786753; UBS DR ANTONIO PIRES FERREIRA VILLALOBO;3814
2060329; CS DE MONTE APRAZIVEL;3811
6011233; CENTRO DE ATENCAO AO IDOSO PADRE RAFAEL BUSATTO;3811
8117; UBS MARIA GIRADE CURY;3807
7270941; UBS JARDIM MARINGA VILA TALARICO;3803
2058847; UBS JARDIM SANTO ONOFRE;3803
2788934; UBS VILA GUACURI CICERO SERGIO CAVALCANTE;3798
7500130; UNIDADE VILA DOS LAVRADORES;3795
2040514; CS II JOSE F ROSAS;3786
5192870; UBS DO POVO;3786
2049961; UBS VILA RIO DE JANEIRO;3779
8311; UBS SANTA GEMA GALGANI;3772
2027720; UBS VILA MARIA LUIZ PAULO GNECCO;3769
2037734; UBS PARQUE SAO BERNARDO;3761
2787733; UBS JD ROMANO VILA ITAIM;3756
2052032; CENTRO DE SAUDE MINEIRAO SOROCABA;3756
2022850; CENTRO DE SAUDE JARDIM FLORENCE;3753
2801132; UBS JARDIM ABC SAUDE DA FAMILIA;3750
2784572; AMBULATORIO DE ESPECIALIDADES ARE I;3744
2788632; UBS VILA SANTA MARIA;3737
2024047; UBS HELIO BERZAGHI;3735
4049802; SAE IST AIDS CIDADE DUTRA;3735
8222; UBS VASCO DA ROCHA LEAO;3728
3322041; UBS JARDIM DAS NACOES SAUDE DA FAMILIA;3720
2773627; UBS DOUTOR ISACK OGUIME;3720
2087766; UNIDADE DE SAUDE DA FAMILIA CENTRO;3718
2070588; UBS PROF AYMAR BATISTA PRADO DOM MIELLE;3717
2787326; UBS JARDIM D ABRIL;3717
2787466; UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO;3716
3179613; UBS CONTINENTAL;3713
2047713; UBS NOVA HORTOLANDIA DOM BRUNO GAMBERINI;3713
2035537; UBS DO JARDIM MAUA;3710
2053543; UBS RADIO CLUBE;3709
2706296; CENTRO POLICLINICO GENTIL RSTOM;3704
2787997; UBS JORDANOPOLIS;3698
2096919; UBS SAO DEOCLECIANO;3697
2057158; ESF DR FIRMINO H CAVENAGHI;3697
3057380; USAFA AVIACAO;3696
2022907; CENTRO DE SAUDE VILA 31 DE MARCO;3688
2077132; UBS DOM ERCILIO TURCO PARQUE FLORIDA;3683
2028220; CENTRO DE SAUDE WALTER VENTURA FERREIRA;3674
5997399; UBS MARINOPOLIS;3665
2052016; USF DR RENATO DE CARVALHO ANGATUBA SAUDE NA HORA;3657
2040921; UBS SAO JOSE PS DR LUIZ VALENTIE DE OLIVEIRA;3656
6383106; UBS CAIC CRISTO REI;3645
9148; UBS JARDIM PAULISTA;3638
2746441; UBS MIGUEL MIRIZOLA;3622
2051591; CSF AEROPORTO LIMEIRA;3621
6365817; UBS JARDIM ELEDY;3621
2706423; UBS NAIR SPINA BENEDICTIS;3611
2788977; UBS VILA IMPERIO DRA GILDA TERA TAHIRA;3603
2789264; UBS VILA TEREZINHA;3600
2788187; UBS PARAISOPOLIS;3597
3932052; UBS DR IVANHOE ESPOSITO;3596
2786737; UBS ALTO DA RIVIERA;3596
2051133; ESF VILA MARCONDES DR JOSE CUPERTINO D ARCE;3589
3385264; UBS ALMIRANTE DELAMARE;3585
8613; UBS VILA PALMARES;3582
3996115; UBS SAO JORGE CIDADE ADEMAR;3582
2787644; UBS JARDIM NAKAMURA;3575
2038757; CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS;3572
2035871; UBS LEPORACE;3571
2052717; USF DR ALVARO PANAZZOLO VILA ALBERTINA;3571
7269021; UNIDADE BASICA DE SAUDE ANHANGABAU;3566
7986580; UBS PASTOR MARCELINO DEUNGARO RIO GRANDE;3553
2061279; UBS JARDIM DAS MARGARIDAS;3553
2085984; UBS NOVA ERA ROSIMEIRE CORREA DE CAMPOS;3544
2049082; UBS GUANABARA;3543
2087308; USAFA PARQUE DO TREVO;3538
9006974; USF DR VINICIO PLASTINO JARDIM MARCHESI;3536
2025345; VIGILANCIA EPIDEMIOLOGICA;3536
2715988; USAFA BOQUEIRAO;3535
2787296; UBS JARDIM COLONIAL;3532
109541; VIGILANCIA EPIDEMIOLOGICA DE PIRACICABA;3529
2788489; UBS RECANTO VERDE DO SOL;3524
3651762; UBS MORRO DOCE;3522
8419; UBS LIA BUARQUE DE MACEDO GASPARINI;3513
2746697; USA PARQUE SANTANA;3511
2789027; UBS VILA MAGGI;3511
2055155; CLINICA SALTO SAUDE NACOES;3508
2023598; CENTRO DE SAUDE PARQUE VALENCA;3507
2096846; UBS ANCHIETA;3503
2084619; UBS PONTE GRANDE;3501
2070693; UNIDADE SAUDE DA FAMILIA E PA BRIGADEIRO TOBIAS SOROCABA;3488
2044293; UBS WILMA DELPHINA DE OLIVEIRA GAROTTI VILA TIBERIO;3484
2704803; UNIDADE BASICA DE SAUDE PITANGUEIRAS;3483
7718586; UBS VILA LOBATO CENTRO MEDICO SOCIAL COMUNITARIO;3479
3469042; UBS SANTO ELIAS;3478
2035553; UBS PIRAPORINHA SAUDE DA FAMILIA;3476
2718839; UBS PARQUE MARENGO;3476
3044750; UBS SAO CARLOS GUAIANASES;3468
2022613; CENTRO DE SAUDE CAMPOS ELISEOS;3466
4049993; UBS JARDIM POPULAR DR MATHEUS SANTAMARIA;3463
9888683; UNIDADE MOVEL ODONTOMOVEL 04 ITAPETININGA;3455
2051737; UBS DO JARDIM PRIMAVERA;3455
5878128; UNIDADE DE SAUDE DA FAMILIA PAINEIRAS SOROCABA;3455
9279423; UBS JUSSARA CELINA;3454
2705109; UNIDADE BASICA DE SAUDE RAMI;3454
2788608; UBS STA INES;3446
7357761; UBS JD NOVO PANTANAL PEDREIRA;3445
2045389; UBS RIACHO GRANDE;3434
3956954; UBS PARAISOPOLIS II;3434
2787385; UBS J FANGANIELLO;3433
6012957; UBS JARDIM INDEPENDENCIA;3430
2788845; UBS VILA EDE;3419
2773473; UBS ADELZUITA FERREIRA DOS SANTOS;3419
9091; UBS JARDIM MORUMBI;3414
2049295; CENTRO DE SAUDE NOVA SOROCABA SOROCABA;3409
5620341; UBS JARDIM MAGDALENA;3408
2032023; CSF PLANALTO LIMEIRA;3404
2706350; UBS DOLORES MASSEI;3398
2773694; UBS SANTO ANTONIO;3391
2718049; CAIC CENTRO DE ATENDIMENTO INTEGRAL DA CRIANCA DE ITAQUA;3390
2063778; UBS JARDIM SUINA;3377
5289181; PSF JARDIM RAFAEL;3375
8230; UBS GETULINO JOSE DIAS;3368
2788624; UBS STA LUZIA;3367
2026600; UBS ANTONIO ABBUD;3365
2718960; ESF PARQUE PIRATININGA;3362
2023091; CENTRO DE SAUDE VILA PADRE ANCHIETA;3354
2082772; UBS CASCATA;3351
5275792; UBS JARDIM ACACIO;3349
2786893; UBS CIDADE JULIA;3344
2801248; UBS VILA PAULINA SAUDE DA FAMILIA;3343
2785315; CENTRO DE SAUDE DR MARIO DIAS DE AGUIAR;3341
2061619; UBS PLANALTO FRANCA SP;3339
2715996; USAFA CAICARA;3339
2088371; CENTRO DE SAUDE DE TREMEMBE DR CARLOS BORGES ANCORA DA LUZ;3333
2786818; UBS BRASILANDIA;3328
2084856; UNIDADE BASICA DE SAUDE CENTRAL SAO VICENTE;3323
9459065; UBS TRES PONTES;3313
2701359; UNIDADE BASICA DE SAUDE COLONIA;3311
2067293; UBS DR GENEFREDO MONTEIRO;3306
2075644; UBS PROFA DRA MARIA HERBENIA O DUARTE CSE VILA TIBERIO;3301
2062364; USF BOM RETIRO;3298
2065193; UBS TINGA CARAGUATATUBA;3295
2023156; CENTRO DE SAUDE JARDIM EULINA;3286
6600719; UNIDADE MOVEL DE SAUDE;3285
2088991; PROMAI;3281
2792885; UBS BENEDITO DO CARMO FRONTINO SANTO EDUARDO;3274
2787067; UBS GAIVOTAS;3271
4050126; UBS V RAMOS DR LUIS AUGUSTO DE CAMPOS;3265
2688301; CENTRO DE SAUDE I DR LOURENCO QUILICCI;3264
2082187; HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO;3262
2043017; UBS MASCARENHAS DE MORAES;3260
6674771; UBS JD CAMPOS VERDES MARIA AP ANTUNES DOS SANTOS;3258
2801221; UBS MARIA TEREZA SAUDE DA FAMILIA;3256
3689247; UBS JARDIM IPORA;3255
7781709; UNIDADE BASICA DE SAUDE CENTRAL;3249
8214; UBS JOSE HILARIO DOS SANTOS;3247
9800247; UBS MORUMBI CENTRO II DE PAULINIA;3245
2787407; UBS JARDIM GUANABARA;3240
7185863; USF ONESIA BENEDITA MIGUEL;3237
2049090; UBS SAO SEBASTIAO;3236
3219771; UBS JD DA CONQUISTA II;3231
4047281; UBS INDEPENDENCIA;3229
3170632; USF PAULO MANETA;3228
2752298; UBS J TIETE II;3228
2070626; CENTRO DE SAUDE ALUMINIO;3226
2044269; USF JOSE PAULO PIMENTA DE MELLO JARDIM ZARA;3223
2825767; UBS JARDIM SANTA MARGARIDA;3223
2031469; UBS JARDIM ITAPARK;3220
2034794; UNIDADE DE SAUDE DA FAMILIA VILA BARAO SOROCABA;3217
2750341; CENTRO DE SAUDE II JUNQUEIROPOLIS;3215
2042606; USF JARDIM PROMECA;3212
2072408; UBS JOSE PEREIRA DE CARVALHO SERTAOZINHO;3208
2083701; USF DO PARQUE 120 DR RAMS MALULY;3207
2070839; UBS ALTO CAFEZAL;3206
2027305; UBS PROFETA JEREMIAS;3199
2787040; UBS FAZENDA DA JUTA I;3198
9130756; UBS DONA LUIZA;3196
2704838; UNIDADE BASICA DE SAUDE SANTA GERTRUDES;3191
2706342; CENTRO DE ESPECIALIDADES MEDICAS;3191
2023245; USF CRISPIM;3188
2788152; UBS JD NOVE DE JULHO;3187
2049856; UBS JOSE RIBEIRO FERREIRA SAO JOSE;3185
5275814; UBS NOVA CIDADE;3184
6039111; UBS JARDIM HELGA;3184
5996783; UBS JARDIM DO CARMO;3183
2766019; UBS PRIMEIRO DE OUTUBRO;3183
9032; UBS COLONIAL;3172
2066696; USF VALO VELHO;3169
3034410; UBS VILA ISABEL ROSANA CECATO LAHR;3168
2048531; USF DR FABIO CESAR DE MORAES SAO MIGUEL ARCANJO;3160
2038986; UBS PARQUE DAS AMERICAS;3156
8699; UBS JARDIM IRENE;3156
8016496; PENITENCIARIA ODON RAMOS MARANHAO IPERO;3155
2790297; CENTRO DE SAUDE DOUTOR HELIO PERACOLI JUNIOR IGARACU DO TIET;3154
2701340; UNIDADE BASICA DE SAUDE CENTRAL;3154
2097680; CENTRO DE SAUDE VILA SANTANA;3154
2789108; UBS VILA NOVA GALVAO;3153
2074648; UBS UIRAPURU;3152
2083353; UPAM UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL;3148
2066939; UBS BELVEDERE;3145
3074544; UBS JD SAO CARLOS CIDADE ADEMAR;3143
7114354; CENTRO DE SAUDE E PA JARDIM SAO GUILHERME SOROCABA;3142
2787857; UBS JARDIM SINHA;3141
2075059; UNIDADE BASICA DE SAUDE DR HELIO FURLAN;3140
2076365; USF VECCON;3138
2704854; UNIDADE BASICA DE SAUDE TAMOIO PACS;3137
8303; UBS JOSE FRANCISCO REZENDE;3133
2745666; CS II DE MIGUELOPOLIS;3130
2059487; UNIDADE DE SAUDE DA FAMILIA LOPES DE OLIVEIRA SOROCABA;3128
2052490; NUCLEO DE ESF OSWALDO CRUZ;3125
2787989; UBS J INDAIA;3122
5702593; UNIDADE DE SAUDE DA FAMILIA ULISSES SOROCABA;3121
3011542; UBS SOBERANA;3118
2065118; UBS II DR EXPEDITO SHIZUO KUROCE;3118
229261; USAFA GUILHERMINA;3118
2072904; UBS PROGRESSO FRANCA SP;3113
2023180; CENTRO DE SAUDE OROSIMBO MAIA;3112
2049570; UBS JARDIM NOVA CUMBICA;3100
2050471; USF JARDIM PICERNO;3100
7407629; UBS JARDIM JULIETA;3099
2049813; UNIDADE BASICA DE SAUDE I FREI GERALDO MEIJER;3098
2787083; UBS GUAIANAZES;3097
229962; USAFA NOEMIA;3095
2787105; UBS HORIZONTE AZUL;3093
5604478; UBS PALMEIRAS;3093
2040093; UBS JARDIM JACY;3088
8389; CENTRO DE ATENCAO AO IDOSO UNICO GALLAFRIO;3088
2053748; UNIDADE BASICA DE SAUDE DO PIRACICAMIRIM PIRACICABA;3080
88498; CENTRAL MUNICIPAL DE REDE DE FRIO CRMF SOROCABA;3079
976873; CLINICA DA FAMILIA II ALMERINDA CHAVES VARJAO;3076
2706067; UBS DR OSORIO CESAR;3075
2049260; CENTRO DE SAUDE II DE TIETE;3075
2787180; UBS JD APURA;3070
6165699; PSF VILA PARAISO;3067
7338155; UNIDADE BASICA DE SAUDE CENTRO ALTO;3066
2087294; USAFA JARDIM RIBAMAR;3065
2690861; CENTRO DE SAUDE JARDIM SIMUS SOROCABA;3065
2791366; USF SANTA HELENA;3062
3323331; UBS JARDIM DAS PEDRAS;3059
2787032; UBS ENGENHEIRO TRINDADE;3056
2023954; UBS JOSE FRANCISCO CAIABA;3055
2084732; UBS ALBERT SABIN MARINCEK;3054
3272826; UBS JARDIM SALETE;3054
2701316; UNIDADE BASICA DE SAUDE RETIRO;3051
3380831; UNIDADE DE SAUDE DA FAMILIA JD VITAPOLIS;3047
2788950; UBS VILA GUILHERME;3047
2773406; UBS VEREADOR WELLINGTON LOPES JARDIM AMERICA;3036
7884192; UBS CANTINHO DO CEU;3035
8583; UBS VILA LUCINDA;3033
9568050; UBS EDINI CAVALCANTE CONSOLI;3031
2072726; USF JARDIM DENADAI;3020
2028905; UBS JARDIM CASQUEIRO;3011
2786702; SAE DSTAIDS CAMPOS ELISEOS;3011
2064383; UBS INOCOOP;3007
4048326; UBS JD PRESIDENTE DUTRA;3004
2096838; UBS ELDORADO;3004
2787970; UBS JARAGUA;3003
5998271; UBS SELECTA;3002
2096129; UBS AMARO JOSE DE SOUZA;3001
2786931; UBS JD DA CONQUISTA I;3001
2047055; UBS II COHAB DR OTELO MILANI JUNIOR;3000
25917; UBS CAMPOS DE SAO JOSE;2996
2052709; USF JD GODOY;2995
2787172; UBS JARDIM APUANA JOAO KOCH;2992
31089; UBS JOSE CARLOS MARTINS RIBEIRO;2989
2718847; UBS RECANTO MONICA;2988
2773376; UBS OCTACILIO DE CARVALHO SCHIAVI;2987
2773554; UBS JARDIM MARICA;2984
2096749; UBS CENTRAL;2977
2704781; UNIDADE BASICA DE SAUDE MORADA DAS VINHAS PACS;2974
2787121; UBS IGUACU MARIA JOSE MARIANO DA SILVA;2972
3338533; UBS NORMANDIA;2971
2040360; UBS AZULVILLE PS DR ROMEU DE CRESCI;2970
2075938; UBS JARDIM PARANAVAI;2967
8346; UBS FRANCISCO DIAS DA SILVA;2960
2718774; UBS JARDIM MARAGOGIPE;2958
2704773; UNIDADE BASICA DE SAUDE VILA RIO BRANCO;2957
2097001; UBS VILA ELVIRA;2957
2085623; UBS JD ROSOLEM;2953
